soc_id,lat,lng,Preferred_name,line_1,line_2,line_3,line_4,line_5,line_6,line_7,line_8,line_9,line_10,line_11,line_12,line_13,line_14,line_15,line_16,line_17,line_18,line_19,line_20,line_21,line_22,line_23,line_24,line_25,line_26,line_27,line_28,line_29,line_30,line_31,line_32,line_33,line_34,line_35,line_36,line_37
10000,-9.0,161.0,'Are'are,1.0,0.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.5,0.43,1.0,0.0,0.0,0.67,0.33,0.33,0.7,0.0,0.75,1.0,1.0,1.0,0.67,0.25,0.4,1.0,0.4,0.5,0.5,1.0,0.75,0.71,0.5,1.0,1.0,0.75
10027,-1.29,36.82,Abaluhya,0.58,0.12,0.82,0.5,0.5,0.75,1.0,0.5,1.0,0.5,0.86,0.14,0.5,0.86,0.67,0.17,0.67,0.0,0.33,0.5,0.4,0.0,1.0,0.83,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.71,1.0,0.25,0.8,0.75
10033,-5.55,150.14,Abelam,0.58,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.14,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.5,0.6,0.0,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.43,0.83,0.25,0.8,1.0
10055,43.0,41.02,Abkhazia,0.67,0.25,0.36,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.43,0.14,0.17,0.14,0.67,0.92,0.83,0.9,0.33,0.75,0.4,0.8,1.0,0.67,0.75,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.86,1.0,0.75,0.2,0.25
10077,28.21,95.53,Adi,0.58,0.12,0.36,1.0,0.75,0.75,0.5,0.0,0.75,0.25,0.43,0.14,0.17,0.14,0.67,0.75,0.67,1.0,0.0,0.5,0.6,0.0,0.25,0.33,0.75,1.0,1.0,0.4,0.5,0.25,1.0,0.75,0.43,0.33,0.5,0.6,0.5
10099,2.95,32.93,Acoli,0.92,1.0,0.27,0.5,0.75,1.0,1.0,0.75,1.0,0.75,0.86,0.14,0.5,0.86,0.67,0.75,0.33,1.0,0.0,0.75,0.6,0.0,1.0,0.83,0.5,1.0,1.0,0.8,0.5,0.75,1.0,0.5,0.71,0.5,0.5,0.6,0.75
10137,9.31,42.12,Harari,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.67,0.25,0.33,0.6,0.0,0.5,0.4,0.2,0.5,,1.0,0.0,1.0,0.4,0.0,0.25,0.0,0.5,0.43,0.5,0.5,0.2,0.5
10140,-6.8,146.56,Adzera,0.42,0.25,0.36,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.86,0.14,0.17,0.57,0.67,0.42,0.67,0.6,0.33,0.5,0.2,0.0,1.0,0.33,0.5,1.0,1.0,0.4,1.0,0.75,1.0,0.5,0.71,0.33,0.25,0.2,1.0
10143,11.75,40.95,Afar,0.75,0.25,0.36,0.5,0.75,1.0,0.5,1.0,0.75,0.5,0.43,0.14,0.17,0.14,0.67,0.92,0.83,1.0,0.0,0.5,0.6,0.0,0.75,0.67,0.5,1.0,1.0,0.8,0.5,0.5,0.33,0.75,0.71,0.33,0.5,0.6,0.75
10176,34.01,71.52,Afridi,0.5,0.62,0.45,0.75,0.25,0.25,0.75,0.25,0.5,0.0,1.0,0.43,0.83,0.57,0.0,0.33,0.0,0.9,0.33,0.5,0.4,0.0,0.5,0.17,0.75,0.0,0.4,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.25,0.6,0.25
10209,44.08,144.02,Sakhalin Ainu,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75,0.43,1.0,0.0,0.0,0.67,1.0,0.83,1.0,1.0,0.25,0.4,1.0,1.0,0.33,0.25,1.0,1.0,1.0,0.5,0.75,0.0,0.75,0.14,0.33,0.5,0.8,0.75
10220,-3.15,142.36,Aitape,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.86,0.0,0.0,0.0,0.67,0.83,0.67,0.9,0.0,0.25,0.6,0.0,0.5,0.17,0.25,0.2,1.0,0.8,0.5,0.5,1.0,0.75,0.71,0.5,0.5,1.0,1.0
10231,-20.68,164.94,Ajie,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.75,0.43,1.0,0.5,0.71,0.67,0.83,0.83,1.0,0.67,1.0,0.6,0.0,1.0,0.83,0.75,0.4,0.8,0.8,1.0,0.75,1.0,0.5,0.71,0.5,0.5,0.2,1.0
10247,7.0,43.0,Ajuran,0.92,0.62,0.36,0.75,0.5,0.5,0.5,1.0,0.25,1.0,0.43,0.86,0.17,0.14,0.67,0.83,0.83,1.0,0.0,0.25,0.4,0.4,1.0,0.83,0.75,1.0,1.0,0.8,0.5,1.0,0.33,0.5,0.71,0.5,0.25,0.2,0.25
10264,-49.13,-74.45,Kawésqar,0.42,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.75,0.86,0.14,0.0,0.0,0.0,0.83,0.17,0.9,0.0,0.0,0.0,0.0,1.0,0.33,0.25,0.2,1.0,1.0,1.0,0.75,1.0,0.75,0.43,0.5,0.25,1.0,0.5
10286,-49.13,-74.45,Yup'ik,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.86,0.0,0.0,0.0,0.67,0.25,0.33,0.3,0.33,0.5,0.6,0.0,0.75,0.33,0.5,1.0,1.0,0.8,1.0,0.75,0.33,0.5,0.43,0.33,0.25,0.2,0.75
10297,41.87,19.59,Ghegs,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.86,0.0,0.0,0.0,0.67,0.83,0.33,1.0,0.33,0.5,0.4,0.0,0.5,0.33,0.5,0.2,1.0,0.8,0.5,0.5,0.33,0.5,0.43,0.5,0.75,0.8,0.5
10374,46.62,8.04,Alpine Swiss,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.43,0.14,0.0,0.0,0.67,0.42,0.17,1.0,0.67,0.75,0.4,1.0,1.0,0.17,0.25,0.2,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.8,0.5
10396,3.03,29.54,Alur,0.08,0.62,0.91,0.25,0.0,0.0,1.0,1.0,1.0,0.0,0.86,0.0,0.5,0.86,1.0,0.75,0.83,1.0,0.0,0.25,0.4,0.0,1.0,0.33,0.25,0.4,1.0,0.4,1.0,0.0,1.0,0.5,0.71,0.5,0.5,0.8,0.5
10407,-9.82,-73.08,Amahuaca,0.58,0.0,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.75,0.86,0.43,0.0,0.0,0.67,0.83,0.67,1.0,0.0,0.25,0.2,1.0,1.0,0.67,0.5,0.4,1.0,0.4,0.0,0.75,0.33,0.5,0.71,0.33,0.25,0.2,0.75
10418,27.7,128.82,Amami,0.08,0.12,0.09,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.0,0.5,0.0,0.67,0.0,0.33,0.0,0.0,0.75,0.2,0.0,0.5,0.33,0.5,1.0,1.0,0.4,0.0,0.0,0.33,0.5,0.0,0.0,0.5,0.6,0.75
10442,6.73,38.4,Koorete,0.75,0.0,0.0,1.0,0.25,0.75,0.5,1.0,0.75,1.0,1.0,0.14,0.17,0.14,0.67,0.83,0.67,0.9,0.0,0.75,0.2,0.2,0.75,0.83,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.43,0.0,0.0,0.6,1.0
10445,-13.2,49.05,Antankarana,0.92,0.25,0.36,1.0,0.75,1.0,0.5,0.75,0.75,0.75,0.43,1.0,0.5,0.14,0.0,0.58,0.33,1.0,0.33,0.5,0.4,1.0,1.0,0.83,0.75,1.0,1.0,0.8,0.5,0.75,1.0,0.75,0.43,0.33,0.25,0.8,0.75
10495,14.03,38.31,Amhara,0.58,0.25,0.27,0.25,0.0,0.0,1.0,0.5,0.75,0.5,0.43,0.0,0.5,0.57,0.67,0.58,0.67,0.0,0.33,0.5,0.2,0.0,0.5,0.67,0.75,1.0,1.0,0.8,0.5,0.5,0.33,0.5,0.14,0.33,0.5,0.6,0.25
10506,23.98,121.6,Ami,0.58,0.0,0.0,0.5,0.75,1.0,0.0,0.0,0.0,1.0,0.86,0.14,0.0,0.0,0.67,0.42,0.17,0.9,0.0,0.75,0.6,0.0,1.0,0.67,0.75,1.0,1.0,0.8,0.5,1.0,1.0,0.5,0.71,0.5,1.0,0.2,0.75
10528,9.89,8.85,Anaguta,0.08,0.12,0.09,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.43,0.0,0.5,0.86,0.67,0.83,0.83,1.0,0.0,0.5,0.4,1.0,1.0,0.83,0.25,0.4,1.0,0.8,1.0,1.0,1.0,0.5,0.86,0.5,0.25,0.8,1.0
10555,39.62,66.97,Bukharan Jews,0.08,0.12,0.36,0.25,0.0,0.0,0.5,0.25,0.5,0.0,0.43,0.0,0.5,0.14,0.67,0.0,0.33,0.0,0.0,0.5,0.2,0.0,0.0,0.33,0.75,0.2,0.8,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.25,0.2,0.25
10572,36.52,-6.28,Cadiz,0.08,0.25,0.36,0.25,0.0,0.0,1.0,0.75,1.0,0.0,0.43,0.0,0.5,0.57,0.67,0.33,0.33,0.2,0.0,0.75,0.2,0.0,0.25,0.83,0.75,0.2,1.0,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.75,0.2,0.5
10583,11.62,92.72,Jarawa,0.75,0.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.75,0.86,0.14,0.0,0.0,0.67,0.75,0.33,0.9,1.0,0.75,0.2,0.2,0.75,0.67,1.0,0.4,1.0,0.4,1.0,0.75,0.33,0.25,0.14,0.33,0.75,0.2,0.75
10594,19.63,78.05,Andh,0.42,0.0,0.0,1.0,0.25,0.5,0.0,0.0,0.0,0.25,0.86,0.14,0.0,0.0,0.67,0.42,0.33,0.0,0.33,0.5,0.4,0.4,0.5,0.67,0.5,0.4,1.0,0.8,0.5,0.25,1.0,0.5,0.71,0.5,0.75,0.6,0.75
10605,24.7,-78.01,Andros,0.75,0.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.43,1.0,0.0,0.0,0.67,0.33,0.33,0.4,0.67,0.75,0.4,1.0,1.0,0.33,0.75,1.0,1.0,0.8,1.0,0.0,1.0,1.0,0.71,0.33,0.25,0.6,0.75
10627,26.2,92.93,Angami Naga,0.42,0.62,0.55,0.5,0.25,0.25,0.75,0.25,0.25,0.25,0.86,0.14,0.17,0.29,0.67,0.75,0.17,1.0,0.0,0.25,0.4,0.0,0.25,0.67,0.75,0.2,0.8,0.0,0.0,0.25,1.0,0.5,0.14,0.83,0.25,0.2,0.75
10649,9.89,8.85,Angas,0.08,0.62,0.09,0.25,0.0,0.0,0.25,0.0,0.0,0.75,0.43,0.0,1.0,0.0,1.0,0.92,0.67,1.0,0.0,0.25,1.0,0.0,0.75,0.67,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.5,0.71,0.5,0.5,0.2,0.75
10671,18.21,-62.98,Anguilla,0.75,0.25,0.36,1.0,0.75,0.75,0.5,0.5,0.0,0.75,0.43,0.14,0.17,0.14,0.67,0.92,0.83,1.0,0.67,0.25,0.6,0.0,1.0,0.67,0.5,1.0,1.0,1.0,1.0,0.75,1.0,0.5,0.71,0.83,0.5,0.2,0.5
10682,-0.49,30.49,Ankole,0.75,0.12,0.09,1.0,1.0,1.0,0.25,0.0,0.0,0.5,0.43,0.14,0.17,0.0,0.67,0.42,0.33,0.4,0.0,0.5,0.4,0.8,1.0,0.67,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.71,0.5,0.5,0.6,0.5
10771,33.31,44.36,Iraq,0.08,0.62,0.55,0.25,0.0,0.0,0.75,0.5,0.25,0.0,1.0,0.0,1.0,0.57,0.67,0.75,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.75,0.0,1.0,0.4,0.0,0.0,0.0,0.25,0.43,0.33,0.25,0.6,1.0
10814,-38.94,-72.33,Mapuche,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.33,0.75,0.0,0.9,0.0,0.5,0.6,0.0,1.0,0.33,0.5,0.0,1.0,0.0,1.0,0.75,0.33,0.75,0.71,0.33,0.75,0.8,0.75
10825,-6.16,149.01,Arawe,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.43,0.0,0.0,0.0,0.67,0.83,0.33,0.9,0.67,0.5,0.6,0.0,0.75,0.67,0.25,0.4,1.0,1.0,0.5,0.5,1.0,0.5,0.71,0.33,0.25,0.8,0.25
10827,57.11,49.99,Kirovskaya,0.75,0.0,0.0,1.0,0.5,0.75,0.0,0.0,0.0,0.25,0.43,1.0,0.0,0.0,0.67,0.42,0.67,0.4,0.67,0.5,0.4,1.0,0.5,0.67,0.75,1.0,1.0,0.4,0.0,0.25,0.33,0.5,0.86,0.5,0.5,0.2,0.5
10847,57.11,49.99,Tucuman Gaucho,0.08,0.12,0.09,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.86,0.0,0.83,0.0,0.67,0.83,0.67,1.0,0.0,0.25,0.4,0.0,1.0,0.33,0.75,0.4,1.0,0.8,1.0,0.0,1.0,0.5,0.43,0.33,0.25,0.6,0.75
10858,44.43,24.37,Arges,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.42,0.67,0.0,0.33,0.5,0.4,0.0,0.25,0.17,0.5,0.0,1.0,0.8,0.5,0.0,0.33,0.75,0.86,0.83,0.75,0.8,0.5
10885,40.18,44.51,Armenia,0.58,0.12,0.27,0.5,0.75,0.75,0.5,0.5,0.5,0.0,0.43,0.14,0.5,0.57,0.0,0.0,0.33,0.0,0.33,0.5,0.4,0.0,0.5,0.83,0.75,1.0,1.0,0.4,1.0,0.0,1.0,0.5,0.14,0.5,0.75,0.2,0.25
10891,-3.15,129.38,Aru,0.58,0.75,0.36,0.5,0.25,0.25,0.5,0.5,0.75,0.0,1.0,0.14,0.5,0.14,0.67,0.33,0.33,0.6,0.0,0.25,0.6,0.0,0.25,0.67,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,0.0,0.33,0.25,0.6,0.5
10902,43.81,28.21,Aromanian,0.75,0.0,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.25,0.86,0.43,0.0,0.0,0.67,0.75,0.33,1.0,0.0,0.5,0.4,1.0,0.25,0.67,0.75,0.4,0.0,0.4,0.5,0.25,0.33,0.75,0.71,0.5,0.5,0.2,0.25
10929,7.93,39.65,Arsi,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.86,0.0,0.0,0.0,0.67,0.83,0.33,0.9,1.0,0.75,1.0,0.0,0.75,0.83,0.75,0.4,0.0,1.0,0.0,0.75,0.0,0.75,0.71,0.5,0.25,0.6,0.5
10962,-1.33,133.17,Coastal Asmat,0.08,0.0,0.36,0.5,0.75,0.75,0.5,1.0,0.75,0.5,0.86,0.14,0.17,0.14,0.67,0.83,0.67,0.9,0.0,0.25,0.4,0.0,1.0,0.83,0.75,0.4,0.4,0.8,1.0,0.5,1.0,0.25,0.71,0.5,0.5,0.2,0.75
10973,43.53,-5.66,Asturias,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.43,0.14,0.0,0.0,0.67,0.83,0.17,1.0,0.33,0.5,0.4,0.0,1.0,0.67,0.75,1.0,1.0,1.0,0.0,0.25,1.0,0.25,0.71,0.5,0.25,0.6,0.5
10979,61.95,-145.3,Ahtna,0.33,0.12,0.09,0.5,0.25,0.5,0.5,1.0,0.75,0.5,0.43,0.14,0.17,0.14,0.67,0.42,0.67,0.7,0.0,0.5,0.6,0.0,0.75,0.67,0.5,1.0,1.0,0.8,1.0,0.5,0.33,0.75,0.71,0.5,0.5,0.2,0.75
11067,-11.18,28.88,Aushi Bemba,0.58,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.86,0.14,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.25,0.4,0.6,1.0,0.83,0.75,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.86,1.0,0.5,0.2,0.5
11078,-13.12,130.28,Wadjiginy,0.08,0.25,0.36,0.25,0.0,0.0,0.5,0.5,1.0,0.75,0.43,0.0,0.5,0.57,1.0,0.83,0.33,1.0,0.0,0.5,0.2,0.0,1.0,0.17,0.25,0.4,1.0,0.8,0.5,0.75,1.0,0.75,0.14,0.0,0.0,0.6,1.0
11080,-32.96,151.6,Anglo Australians,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.67,0.42,0.33,0.4,0.0,0.5,0.4,0.0,0.75,0.33,0.5,0.2,1.0,0.8,1.0,0.0,1.0,0.5,0.71,0.5,0.75,0.6,0.25
11133,-15.92,-69.33,Aymara,0.42,0.0,0.0,0.5,0.5,0.25,1.0,0.0,0.0,0.75,0.86,0.14,0.0,0.0,0.67,0.42,0.83,1.0,0.0,0.5,0.6,0.0,1.0,0.67,0.5,1.0,1.0,1.0,1.0,0.75,1.0,0.5,0.71,0.33,0.25,0.6,0.5
11144,-17.81,-63.15,Ayoréo,0.08,0.62,0.09,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.86,0.0,0.83,0.0,0.67,0.75,0.67,0.9,1.0,0.25,0.2,0.0,0.0,0.83,0.75,0.2,0.4,1.0,1.0,0.5,0.0,0.5,0.43,0.5,0.5,0.2,0.75
11155,1.64,26.41,Azande,0.75,0.12,0.09,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.43,0.14,0.5,0.0,0.67,0.75,0.67,1.0,0.0,0.5,0.6,0.8,0.75,0.83,0.5,1.0,1.0,0.8,0.5,0.5,1.0,0.75,0.86,0.33,0.75,0.6,0.75
11160,40.4,49.86,Azerbaijani,0.08,0.62,0.09,0.25,0.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.29,0.67,0.75,0.67,0.0,0.0,0.25,0.2,0.0,0.0,0.33,0.75,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.86,0.5,0.5,0.8,0.75
11210,-7.89,129.69,Babarisla,0.58,0.12,0.36,1.0,0.75,0.5,0.5,0.25,0.5,0.5,0.86,0.14,0.5,0.14,1.0,0.0,0.0,0.0,0.0,0.25,0.6,0.4,0.5,0.67,1.0,0.0,0.4,0.0,0.5,0.5,1.0,0.75,0.86,0.83,0.25,0.0,0.5
11215,1.61,16.04,Mbendjele,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.43,0.0,0.0,0.0,0.67,0.83,0.67,1.0,0.0,0.75,1.0,0.0,1.0,0.67,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11281,-8.94,160.9,Baegu,0.08,0.0,1.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.43,0.0,0.5,0.0,0.67,0.83,0.0,1.0,0.33,0.75,0.4,0.0,1.0,0.67,0.25,1.0,0.0,0.8,0.5,1.0,0.33,0.75,0.71,0.83,0.75,1.0,0.25
11309,14.37,24.9,Baggara,0.75,1.0,0.82,0.5,0.5,0.5,0.0,1.0,0.75,0.5,0.43,0.14,0.5,0.71,0.67,0.58,0.67,0.9,0.0,0.5,0.4,0.0,0.75,0.83,0.75,0.0,1.0,0.8,1.0,0.5,1.0,0.5,0.71,0.33,0.25,0.6,0.75
11342,-0.49,30.49,Bahima,0.75,0.0,0.0,0.75,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.14,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.25,0.2,0.0,0.25,0.33,0.5,0.0,1.0,0.8,0.5,0.5,0.33,0.5,0.14,0.0,0.25,0.6,0.5
11364,-0.49,30.49,Bahinda,0.08,0.62,0.09,0.25,0.0,0.0,0.25,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.83,0.67,1.0,0.0,0.25,0.2,0.0,0.25,0.33,0.0,0.0,0.8,0.8,0.5,0.5,1.0,0.75,0.14,0.33,0.0,1.0,1.0
11375,-2.58,29.68,Hutu,0.08,0.12,0.09,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.86,0.0,0.67,0.0,1.0,0.75,0.67,1.0,0.0,0.5,0.6,0.0,1.0,0.67,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.71,1.0,1.0,0.8,0.75
11377,26.25,50.6,Al-Buainain,0.92,0.62,0.09,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.43,0.14,0.5,0.0,0.67,0.75,0.83,0.9,0.33,0.25,0.6,0.0,0.5,0.67,1.0,1.0,0.0,1.0,0.5,0.5,0.33,0.5,0.43,0.33,0.5,0.2,0.75
11380,24.88,102.83,Bai,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.0,0.0,0.0,0.67,0.42,0.33,0.6,0.33,0.75,0.6,0.0,0.5,0.67,0.5,0.2,1.0,0.4,0.5,0.25,0.0,0.5,1.0,0.83,0.75,0.2,0.5
11397,0.96,114.55,Bajau Laut,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.17,0.5,0.0,1.0,0.4,0.0,0.0,0.0,0.5,0.71,0.33,0.5,0.6,0.25
11402,-4.66,152.0,Baining,0.42,0.25,0.27,0.5,0.75,1.0,0.5,0.5,1.0,0.5,0.86,0.14,0.5,0.57,0.67,0.83,0.17,1.0,0.83,0.25,0.6,0.0,1.0,0.83,0.75,1.0,1.0,0.8,0.5,0.5,1.0,0.5,0.71,0.33,0.5,0.2,0.5
11490,6.76,40.3,Bale Oromo,0.58,0.12,0.82,0.25,0.0,0.0,1.0,1.0,0.75,0.75,0.57,0.14,0.5,1.0,1.0,0.83,0.67,1.0,0.33,0.25,0.4,0.0,0.5,0.67,0.5,0.4,1.0,1.0,1.0,0.75,0.33,0.5,0.43,0.33,0.25,0.8,0.5
11496,-3.93,138.82,Lani,0.92,0.0,0.0,1.0,0.75,0.5,0.0,0.0,0.0,0.75,0.43,0.14,0.0,0.0,0.67,0.92,0.83,0.9,0.0,0.25,0.4,0.2,1.0,0.33,1.0,0.4,1.0,0.8,1.0,0.75,0.33,0.5,0.86,0.5,0.75,0.2,1.0
11507,-8.5,115.24,Balinese,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.0,0.17,0.0,0.0,0.5,0.2,0.0,0.0,0.17,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.75,0.14,0.0,0.25,0.6,0.25
11518,43.39,43.56,Balkar,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.43,0.14,0.0,0.0,0.67,0.42,0.67,0.4,0.33,0.75,0.4,1.0,1.0,0.83,0.75,0.4,1.0,1.0,1.0,1.0,1.0,0.5,0.71,0.83,0.75,0.8,0.75
11529,12.63,-8.0,Bambara,0.58,1.0,0.27,0.5,0.75,0.75,1.0,1.0,1.0,0.25,0.86,0.14,0.5,0.86,0.67,0.75,0.67,0.0,0.33,0.5,0.4,0.0,1.0,0.67,0.5,1.0,1.0,0.8,0.5,0.25,1.0,0.5,0.71,0.33,0.75,0.6,0.75
11584,6.76,19.66,Banda,0.58,0.25,0.36,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.43,0.14,0.17,0.14,0.67,0.67,,0.9,0.33,0.5,0.6,0.0,1.0,0.83,0.5,1.0,1.0,0.8,1.0,0.5,1.0,0.5,0.86,0.5,1.0,0.8,0.75
11600,2.72,30.64,BaNguana,0.08,0.12,0.09,0.25,0.0,0.0,1.0,0.0,0.0,0.75,0.43,0.0,0.5,0.0,0.67,0.83,0.67,1.0,0.0,0.5,0.6,0.0,1.0,0.83,0.25,1.0,1.0,0.8,0.5,0.75,1.0,0.25,1.0,0.83,0.5,1.0,0.75
11606,-9.78,149.88,Dawawa,0.42,0.25,0.36,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.43,0.14,0.67,0.14,0.67,0.83,0.67,0.9,0.67,0.5,0.6,0.0,1.0,0.67,0.5,0.4,0.8,1.0,1.0,0.5,0.33,0.5,0.71,0.5,0.25,0.6,0.75
11617,19.89,75.3,Banjara,0.75,0.88,0.64,0.75,0.5,0.5,1.0,0.5,0.75,0.5,0.43,0.43,0.5,0.71,0.67,0.67,0.83,0.9,0.33,0.25,0.2,0.0,0.0,0.83,0.5,1.0,1.0,1.0,0.5,0.5,0.33,0.25,0.14,0.33,0.25,0.8,0.75
11639,37.13,-113.65,Shoshone-Bannock,0.08,0.62,0.09,0.25,0.0,0.0,0.25,0.0,0.0,1.0,0.86,0.0,1.0,0.0,0.33,0.33,0.33,0.3,0.0,0.75,0.6,0.0,0.25,0.33,0.25,0.2,0.0,0.4,0.0,1.0,0.0,1.0,0.86,0.83,1.0,0.6,0.5
11672,-22.4,46.12,Bara,0.83,0.62,0.27,0.5,0.75,0.75,1.0,0.5,1.0,0.75,0.43,0.14,0.5,0.57,1.0,0.75,0.67,1.0,0.0,0.5,0.2,0.0,1.0,0.67,0.75,1.0,1.0,0.8,0.5,0.75,1.0,0.5,0.14,0.0,0.25,0.8,1.0
11683,-22.4,46.12,Kenuzi-Dongola Nubians,0.08,0.12,0.36,0.25,0.0,0.0,1.0,0.5,0.75,0.25,0.43,0.0,0.5,0.57,0.67,0.83,0.67,1.0,0.0,0.75,0.4,0.0,0.25,0.67,0.75,1.0,1.0,0.8,1.0,0.25,0.33,0.5,0.14,0.33,0.75,0.2,0.5
11760,54.23,56.16,Bashkirs,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.67,0.17,0.33,0.0,0.0,0.75,0.4,0.0,1.0,0.33,0.75,0.4,1.0,1.0,0.5,0.0,1.0,0.75,0.86,0.5,1.0,0.6,0.5
11793,0.31,32.57,Basoga,0.75,1.0,0.91,0.5,0.75,1.0,1.0,1.0,1.0,0.75,0.86,0.14,0.5,0.86,0.67,0.5,0.67,1.0,0.0,0.5,0.6,0.0,1.0,0.83,0.75,1.0,1.0,0.8,0.5,0.75,0.33,0.5,0.71,0.5,0.25,0.6,0.75
11804,43.03,-1.91,Spanish Basques,0.42,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.86,0.14,0.0,0.0,0.67,0.42,0.33,0.4,0.0,0.5,0.4,0.0,1.0,0.33,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.71,0.83,0.5,0.6,0.5
11826,30.61,53.19,Basseri,0.08,0.62,0.09,0.25,0.0,0.0,0.25,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0,0.08,0.0,0.7,0.0,0.25,0.2,0.0,0.0,0.17,0.75,0.0,0.0,0.4,0.5,0.75,0.33,0.25,0.0,0.0,0.5,0.2,0.25
11859,3.1,98.49,Karo,0.25,1.0,0.91,0.25,0.0,0.0,1.0,0.25,1.0,0.0,0.43,0.0,0.5,0.86,0.67,0.33,0.33,0.3,,0.5,0.4,0.0,0.75,0.67,0.5,1.0,1.0,0.8,0.5,0.0,1.0,0.5,0.43,0.33,0.75,0.6,0.25
