,song_id,Preferred_name,society_id,line_1,line_2,line_3,line_4,line_5,line_6,line_7,line_8,line_9,line_10,line_11,line_12,line_13,line_14,line_15,line_16,line_17,line_18,line_19,line_20,line_21,line_22,line_23,line_24,line_25,line_26,line_27,line_28,line_29,line_30,line_31,line_32,line_33,line_34,line_35,line_36,line_37,lat,lng
221,708,Amhara,10495,0.31,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.08,1.0,0.08,0.69,0.08,0.69,0.77,0.77,1.0,0.31,0.31,0.31,0.08,0.08,0.85,0.77,1.0,1.0,0.08,0.54,0.08,0.08,0.54,0.08,0.08,0.77,0.54,0.54,14.03,38.31
222,1686,Amhara,10495,0.62,0.23,0.46,0.54,0.54,1.0,1.0,0.54,1.0,0.54,0.85,0.23,0.85,0.54,1.0,0.15,0.77,1.0,0.08,0.54,0.77,0.08,1.0,0.69,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.31,0.62,0.31,0.31,0.08,0.08,14.03,38.31
223,1856,Amhara,10495,0.62,0.23,0.46,0.54,0.54,1.0,1.0,0.54,0.77,0.54,0.46,0.23,0.85,0.54,0.69,0.54,1.0,1.0,0.31,0.77,0.31,0.08,0.08,0.85,0.77,0.69,1.0,0.69,0.54,0.54,0.08,0.77,0.08,0.08,0.08,0.08,0.08,14.03,38.31
224,1858,Amhara,10495,0.62,0.23,0.38,0.54,0.54,0.77,0.54,0.77,0.77,0.54,0.85,0.23,0.85,0.54,1.0,0.23,0.54,0.08,0.08,0.54,0.77,0.08,0.31,0.69,0.77,1.0,1.0,0.69,1.0,0.54,0.54,0.31,0.23,0.31,0.31,0.31,0.31,14.03,38.31
225,1859,Amhara,10495,0.62,0.23,0.38,0.54,0.54,0.54,1.0,0.54,0.77,0.31,0.46,0.23,0.46,0.54,0.69,0.23,0.54,0.08,0.31,0.54,0.54,0.08,0.31,0.69,0.77,1.0,1.0,0.69,0.54,0.31,0.54,0.31,0.23,0.31,0.31,0.54,0.31,14.03,38.31
226,1860,Amhara,10495,0.62,0.23,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.54,0.46,0.23,0.46,0.54,0.69,0.38,0.54,0.08,0.31,0.54,0.54,0.08,0.54,0.69,0.77,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.31,0.54,0.31,0.31,14.03,38.31
227,3450,Amhara,10495,0.62,0.15,0.38,0.54,0.54,0.54,0.54,0.54,0.77,0.54,0.46,0.23,0.46,0.54,0.08,0.62,1.0,0.85,0.08,1.0,0.77,0.08,0.31,0.69,0.77,1.0,1.0,0.69,1.0,0.54,0.08,0.54,0.46,0.08,0.31,0.54,0.77,14.03,38.31
228,3452,Amhara,10495,0.62,0.23,0.38,0.54,0.54,0.54,0.54,0.77,1.0,0.08,0.46,0.23,0.46,0.54,1.0,0.62,0.77,1.0,0.69,0.77,0.54,0.08,0.54,0.69,0.31,1.0,1.0,0.38,1.0,0.08,0.54,0.31,0.62,0.31,0.54,0.77,0.54,14.03,38.31
229,9991,Amhara,10495,0.62,0.62,0.54,0.54,0.54,0.54,0.77,0.31,0.77,0.54,0.46,0.23,0.46,0.38,0.69,0.62,0.54,0.85,0.08,0.54,0.31,0.08,0.31,0.69,0.77,0.69,0.69,0.38,0.54,0.54,0.54,0.77,0.46,0.77,0.77,0.77,0.31,14.03,38.31
230,1857,Amhara,10495,0.85,0.23,0.38,0.54,0.54,1.0,1.0,0.54,1.0,0.54,0.85,0.23,0.85,0.54,0.69,0.23,0.77,0.08,0.31,0.54,0.77,0.08,0.31,0.85,1.0,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.31,0.08,0.31,0.31,14.03,38.31
231,9776,Ami,10506,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.08,0.08,0.77,0.08,0.31,0.77,0.54,0.08,0.31,0.85,0.77,0.69,0.08,0.38,0.08,0.31,0.54,0.08,1.0,0.31,0.54,0.31,0.31,23.98,121.6
232,9779,Ami,10506,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,1.0,0.08,0.08,0.08,0.69,0.77,0.54,0.85,0.08,0.54,1.0,0.08,0.54,0.08,0.77,0.08,0.08,0.38,0.54,0.77,0.54,0.31,0.62,0.54,0.54,1.0,1.0,23.98,121.6
233,30431,Ami,10506,0.38,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.23,0.77,0.23,0.08,0.77,0.77,0.08,1.0,0.69,0.54,0.69,1.0,1.0,0.54,0.77,1.0,0.54,0.46,0.54,0.54,0.54,0.77,23.98,121.6
234,9778,Ami,10506,0.46,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.77,0.46,0.38,0.08,0.08,0.69,0.85,0.77,0.85,0.31,0.31,0.31,0.08,0.54,0.69,0.77,1.0,0.08,0.08,0.54,0.77,0.08,0.54,0.62,0.54,0.31,0.31,0.54,23.98,121.6
235,9780,Ami,10506,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.77,0.85,0.38,0.08,0.08,0.69,0.54,1.0,0.85,0.08,0.31,0.77,0.08,0.77,0.38,0.77,0.38,0.08,0.08,0.54,0.77,0.54,0.54,0.62,0.31,0.31,0.31,0.31,23.98,121.6
236,30376,Ami,10506,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.46,0.77,0.23,0.08,0.54,0.54,0.08,1.0,0.69,0.54,0.69,1.0,1.0,1.0,0.54,1.0,0.54,0.46,0.54,1.0,0.54,0.54,23.98,121.6
237,30377,Ami,10506,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.46,0.77,0.38,0.08,0.54,0.77,0.08,1.0,0.69,0.54,0.69,1.0,1.0,1.0,0.54,1.0,0.54,0.46,0.54,1.0,0.54,0.54,23.98,121.6
238,30421,Ami,10506,0.46,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.08,0.77,0.62,0.08,0.77,0.77,0.08,1.0,0.85,0.77,1.0,1.0,0.69,1.0,1.0,1.0,0.54,0.62,0.54,1.0,0.31,0.77,23.98,121.6
239,33,Ami,10506,0.62,0.08,0.08,0.54,1.0,0.77,0.08,0.08,0.08,0.77,1.0,0.23,0.08,0.08,0.69,0.77,0.31,0.85,0.69,0.54,1.0,0.08,0.31,0.23,0.77,0.08,1.0,0.69,0.54,0.77,0.08,0.77,0.77,1.0,0.54,0.31,1.0,23.98,121.6
240,4016,Ami,10506,0.62,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,1.0,0.85,0.77,1.0,0.08,0.77,0.77,0.08,0.54,0.38,0.54,0.69,1.0,1.0,1.0,0.77,0.08,0.54,0.62,0.31,0.54,0.54,0.77,23.98,121.6
241,9735,Ami,10506,0.62,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.92,0.31,0.85,0.69,0.77,0.77,0.08,0.77,0.69,0.54,0.69,0.08,0.69,0.08,1.0,0.08,0.54,1.0,0.54,0.54,0.54,0.77,23.98,121.6
242,30291,Ami,10506,0.62,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.08,0.69,0.77,1.0,0.08,0.77,0.54,0.23,1.0,0.38,0.77,0.69,1.0,0.69,0.54,0.77,0.54,0.77,0.62,0.54,1.0,0.31,0.77,23.98,121.6
243,30292,Ami,10506,0.62,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.85,0.54,0.85,0.31,0.77,0.77,0.08,1.0,0.38,0.77,0.69,1.0,0.69,0.54,0.77,0.54,0.77,0.62,0.54,1.0,0.31,0.77,23.98,121.6
244,30293,Ami,10506,0.62,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.46,1.0,0.23,0.69,0.77,0.77,0.08,0.54,0.69,0.54,1.0,1.0,1.0,0.54,0.77,0.54,0.77,0.62,0.54,1.0,0.54,0.77,23.98,121.6
245,30400,Ami,10506,0.62,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.23,0.77,0.08,0.08,0.77,0.77,0.08,0.77,0.85,0.54,1.0,1.0,1.0,0.54,1.0,1.0,0.54,0.62,0.54,0.77,0.54,1.0,23.98,121.6
246,30402,Ami,10506,0.62,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.92,0.54,0.85,0.69,0.77,0.77,0.08,1.0,0.69,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.54,0.46,0.54,0.77,0.08,1.0,23.98,121.6
247,30404,Ami,10506,0.62,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.92,0.54,0.85,0.08,0.54,0.77,0.08,1.0,0.69,0.77,1.0,1.0,0.69,1.0,1.0,1.0,0.54,0.46,0.54,0.77,0.31,1.0,23.98,121.6
248,30405,Ami,10506,0.62,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.62,0.77,0.08,0.08,0.77,0.77,0.08,1.0,0.69,0.77,1.0,1.0,0.69,1.0,1.0,1.0,0.54,0.46,0.54,1.0,0.31,1.0,23.98,121.6
249,30415,Ami,10506,0.62,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,1.0,1.0,0.23,0.08,0.08,0.69,0.62,1.0,0.85,0.85,0.77,1.0,0.08,1.0,0.38,0.77,0.08,1.0,0.38,0.54,1.0,0.54,0.54,0.46,0.31,1.0,0.31,0.77,23.98,121.6
250,30416,Ami,10506,0.62,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,1.0,1.0,0.23,0.08,0.08,0.69,0.62,1.0,0.85,0.85,0.77,1.0,0.08,1.0,0.38,0.77,0.08,1.0,0.38,0.54,1.0,0.54,0.54,0.46,0.31,1.0,0.31,0.77,23.98,121.6
251,30417,Ami,10506,0.62,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,1.0,1.0,0.23,0.08,0.08,0.69,0.46,0.77,0.23,0.31,0.77,0.77,0.08,0.54,0.38,0.77,0.08,1.0,0.38,0.54,1.0,0.54,0.54,0.46,0.77,1.0,0.31,0.77,23.98,121.6
252,30418,Ami,10506,0.62,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,1.0,0.46,0.23,0.08,0.08,0.69,0.46,0.54,0.38,0.31,0.54,0.77,0.08,1.0,0.69,0.77,0.08,1.0,0.38,0.54,1.0,0.54,0.54,0.46,0.77,1.0,0.31,0.77,23.98,121.6
253,30419,Ami,10506,0.62,0.23,0.46,0.54,0.77,1.0,0.54,0.77,0.77,1.0,0.85,0.23,0.46,0.23,0.69,0.38,1.0,0.62,0.08,0.77,0.77,0.08,1.0,0.69,0.77,1.0,1.0,0.69,0.54,1.0,1.0,0.54,0.62,0.77,1.0,0.08,0.77,23.98,121.6
254,30424,Ami,10506,0.62,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.85,0.77,0.85,0.08,0.54,0.54,0.08,0.77,0.85,0.77,1.0,1.0,0.69,0.54,1.0,0.54,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
255,30426,Ami,10506,0.62,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.46,0.77,0.62,0.08,0.77,0.77,0.08,0.77,0.69,0.77,1.0,1.0,0.69,0.54,1.0,0.54,0.54,0.62,0.54,1.0,0.31,0.77,23.98,121.6
256,30427,Ami,10506,0.62,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,1.0,1.0,0.23,0.08,0.08,0.08,0.46,0.54,0.38,0.08,0.77,1.0,0.08,0.54,0.38,0.54,0.08,1.0,0.69,0.08,1.0,1.0,0.54,0.62,0.54,1.0,0.54,0.77,23.98,121.6
257,30428,Ami,10506,0.62,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.23,1.0,0.08,0.31,0.77,0.77,0.08,1.0,0.69,0.54,0.69,1.0,1.0,0.54,0.54,1.0,0.54,0.62,0.31,1.0,0.31,0.77,23.98,121.6
258,30429,Ami,10506,0.62,0.08,0.08,0.77,0.54,0.31,0.08,0.08,0.08,1.0,0.85,0.38,0.08,0.08,0.69,0.92,0.54,0.85,0.08,0.31,0.77,0.08,0.77,0.38,0.54,0.69,1.0,1.0,0.54,1.0,1.0,0.54,0.62,0.54,1.0,0.54,0.77,23.98,121.6
259,30435,Ami,10506,0.62,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.46,0.08,0.46,0.08,0.77,0.77,0.08,1.0,0.85,0.77,1.0,1.0,0.69,1.0,1.0,1.0,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
260,30436,Ami,10506,0.62,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.23,0.31,0.08,0.31,0.77,0.77,0.08,1.0,0.38,0.77,1.0,1.0,0.69,0.54,0.77,1.0,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
261,30437,Ami,10506,0.62,0.15,0.46,0.54,1.0,0.77,0.54,1.0,0.54,0.77,0.85,0.23,0.23,0.23,0.69,0.46,0.77,0.38,0.08,0.77,0.77,0.08,1.0,0.69,0.54,1.0,0.69,0.69,0.54,0.77,1.0,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
262,30438,Ami,10506,0.62,0.15,0.46,0.54,1.0,0.77,0.54,1.0,0.54,0.77,0.85,0.23,0.23,0.23,0.69,0.46,0.54,0.46,0.08,0.77,0.77,0.08,1.0,0.69,0.54,1.0,0.69,0.69,0.54,0.77,1.0,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
263,30442,Ami,10506,0.62,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.23,0.54,0.08,1.0,0.77,0.77,1.0,1.0,0.85,0.54,0.69,1.0,1.0,0.54,1.0,1.0,0.54,0.62,1.0,1.0,0.54,0.77,23.98,121.6
264,30468,Ami,10506,0.62,0.23,0.46,0.54,0.77,1.0,0.54,1.0,0.77,1.0,0.85,0.23,0.23,0.23,0.08,0.46,0.77,0.38,0.08,0.77,0.77,0.08,1.0,0.69,0.77,1.0,1.0,1.0,0.54,1.0,0.54,0.54,0.62,0.54,0.54,0.08,1.0,23.98,121.6
265,4020,Ami,10506,0.77,0.08,0.08,1.0,0.54,1.0,0.08,0.08,0.08,0.54,0.46,1.0,0.08,0.08,0.69,0.85,0.77,0.85,0.69,0.77,0.77,1.0,0.77,0.85,0.54,1.0,1.0,1.0,0.54,0.54,0.54,0.77,0.46,0.08,0.54,0.54,0.54,23.98,121.6
266,9732,Ami,10506,0.77,0.08,0.08,1.0,0.54,1.0,0.08,0.08,0.08,0.77,0.85,1.0,0.08,0.08,0.69,0.77,0.54,0.85,0.69,0.77,0.54,1.0,0.54,0.69,0.54,0.69,0.08,0.69,0.54,0.77,0.54,0.54,0.62,0.54,0.31,0.31,0.77,23.98,121.6
267,30294,Ami,10506,0.77,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,0.77,0.46,0.23,0.08,0.08,1.0,0.54,1.0,1.0,0.69,0.77,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,0.54,0.77,1.0,0.54,0.62,0.54,1.0,0.31,0.77,23.98,121.6
268,30295,Ami,10506,0.77,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.85,0.77,0.85,0.08,0.54,0.77,0.77,0.77,0.85,0.54,1.0,1.0,0.69,0.54,0.77,1.0,0.31,0.62,1.0,1.0,0.31,0.77,23.98,121.6
269,30403,Ami,10506,0.77,0.23,0.46,0.54,0.77,1.0,0.54,1.0,0.54,0.77,0.46,0.23,0.23,0.23,0.69,0.77,0.54,0.85,0.31,0.77,0.54,0.08,1.0,0.69,0.77,1.0,1.0,1.0,0.54,0.77,0.54,0.54,0.62,0.54,0.54,0.08,1.0,23.98,121.6
270,30451,Ami,10506,0.77,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.38,0.54,0.62,0.85,0.54,0.77,0.46,0.77,0.38,0.54,0.69,1.0,0.38,0.54,0.54,0.54,0.54,0.62,1.0,1.0,0.31,0.77,23.98,121.6
271,4017,Ami,10506,0.77,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.77,0.46,0.23,0.08,0.08,0.69,0.77,0.31,0.85,0.08,0.77,0.77,0.08,0.77,0.38,0.77,0.69,1.0,0.69,0.54,0.77,0.54,0.77,0.46,0.31,0.77,0.54,0.77,23.98,121.6
272,4018,Ami,10506,0.77,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,0.77,0.46,0.08,0.08,0.08,0.69,0.77,0.54,0.85,0.31,0.77,0.54,0.08,0.54,0.38,0.77,0.69,1.0,1.0,1.0,0.77,0.54,0.54,0.77,0.31,0.54,0.54,0.77,23.98,121.6
273,4019,Ami,10506,0.77,0.08,0.08,1.0,0.54,1.0,0.08,0.08,0.08,0.77,0.46,1.0,0.08,0.08,0.69,0.85,0.77,0.85,0.85,0.77,0.77,1.0,0.77,0.69,0.77,0.69,1.0,0.69,0.08,0.77,0.54,1.0,0.46,0.31,0.54,0.54,0.77,23.98,121.6
274,30290,Ami,10506,0.85,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.85,0.31,0.85,1.0,0.77,0.77,0.77,1.0,0.85,0.54,1.0,1.0,1.0,0.54,0.77,1.0,0.54,0.62,0.54,1.0,0.54,0.54,23.98,121.6
275,9734,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.46,1.0,0.08,0.08,0.69,0.85,0.31,1.0,0.69,0.77,1.0,1.0,1.0,0.85,0.54,1.0,0.08,0.69,0.54,1.0,0.54,0.54,0.46,0.08,0.77,0.31,0.77,23.98,121.6
276,9736,Ami,10506,1.0,0.08,0.08,1.0,0.54,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.46,0.54,0.38,0.85,0.77,0.54,1.0,0.77,0.69,0.77,0.38,0.0,0.38,0.54,1.0,0.08,0.54,0.46,0.08,0.08,0.54,0.08,23.98,121.6
277,30422,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.08,0.54,0.62,0.08,0.77,0.77,1.0,1.0,0.85,0.77,1.0,1.0,0.69,0.54,1.0,1.0,0.54,0.62,0.54,1.0,0.31,0.77,23.98,121.6
278,30425,Ami,10506,1.0,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.54,0.77,1.0,1.0,0.85,0.77,1.0,1.0,0.69,0.54,1.0,1.0,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
279,30397,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.85,0.54,0.08,0.08,0.69,0.54,0.08,1.0,0.69,0.54,0.77,1.0,1.0,0.85,0.77,0.69,1.0,1.0,0.54,1.0,0.54,0.54,0.62,0.54,0.77,0.31,1.0,23.98,121.6
280,30430,Ami,10506,1.0,0.08,0.08,1.0,1.0,0.31,0.08,0.08,0.08,0.77,1.0,1.0,0.08,0.08,1.0,1.0,0.77,1.0,0.08,0.77,0.77,1.0,1.0,0.38,0.31,0.08,1.0,0.38,0.54,0.77,1.0,0.77,0.77,1.0,1.0,1.0,0.77,23.98,121.6
281,9731,Ami,10506,1.0,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.77,0.85,1.0,0.08,0.08,1.0,0.38,0.31,0.62,0.69,0.77,0.77,1.0,0.54,0.69,0.77,0.38,0.08,0.69,0.08,0.77,0.54,0.54,0.62,0.54,0.54,0.0,0.77,23.98,121.6
282,9733,Ami,10506,1.0,0.62,0.54,1.0,0.77,1.0,0.54,0.54,0.31,1.0,0.46,1.0,0.23,0.38,0.69,0.23,0.31,0.08,0.69,0.77,0.77,1.0,0.54,0.69,0.54,1.0,0.69,0.69,0.08,1.0,0.54,0.77,1.0,0.54,0.54,0.31,0.77,23.98,121.6
283,9774,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.69,0.38,0.54,0.62,0.69,0.77,0.77,1.0,0.77,0.69,0.77,0.69,0.08,0.38,0.54,1.0,0.54,0.54,0.23,0.31,0.31,0.31,0.31,23.98,121.6
284,9775,Ami,10506,1.0,0.08,0.08,1.0,0.54,0.77,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.0,0.31,0.62,0.69,0.77,0.77,1.0,0.77,0.69,0.77,0.69,0.08,0.38,1.0,1.0,1.0,0.77,0.23,0.31,0.31,0.31,0.31,23.98,121.6
285,30347,Ami,10506,1.0,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.77,0.85,1.0,0.08,0.08,0.69,0.62,0.31,1.0,0.08,0.77,0.77,1.0,1.0,0.85,0.77,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
286,30348,Ami,10506,1.0,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,0.77,0.85,1.0,0.08,0.08,0.69,0.23,0.31,0.08,0.08,0.77,0.77,0.08,1.0,0.85,0.77,1.0,1.0,0.69,1.0,0.77,1.0,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
287,30350,Ami,10506,1.0,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,0.54,0.85,1.0,0.08,0.08,0.69,0.46,0.31,0.62,0.31,0.77,0.77,0.08,1.0,0.85,0.77,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.31,0.54,0.08,0.77,23.98,121.6
288,30395,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.46,0.31,0.62,0.85,0.77,1.0,1.0,1.0,0.85,0.54,0.69,1.0,1.0,0.54,1.0,1.0,0.54,0.62,0.77,0.77,0.31,1.0,23.98,121.6
289,30396,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.15,0.77,0.08,0.85,0.77,1.0,1.0,1.0,0.85,0.54,0.69,1.0,1.0,0.54,1.0,1.0,0.54,0.62,0.77,0.77,0.31,1.0,23.98,121.6
290,30398,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.85,0.54,0.08,0.08,0.69,0.46,0.77,0.62,0.08,0.77,0.77,1.0,1.0,0.85,0.77,1.0,1.0,1.0,0.54,1.0,1.0,0.54,0.62,0.54,0.77,0.31,1.0,23.98,121.6
291,30399,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.46,0.77,0.38,0.08,0.77,0.77,1.0,0.77,0.85,0.77,1.0,1.0,1.0,0.54,1.0,0.54,0.54,0.62,0.54,0.77,0.31,1.0,23.98,121.6
292,30401,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.85,0.54,0.08,0.08,0.69,0.46,0.77,0.23,0.31,0.77,0.77,1.0,0.77,0.85,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.54,0.62,0.31,0.31,0.08,1.0,23.98,121.6
293,30420,Ami,10506,1.0,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.46,0.54,0.62,0.08,0.77,0.77,1.0,1.0,0.85,0.77,1.0,1.0,0.69,0.54,1.0,1.0,0.54,0.62,0.54,1.0,0.31,0.77,23.98,121.6
294,30423,Ami,10506,1.0,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.92,0.31,0.85,0.08,0.77,0.77,1.0,1.0,0.69,0.77,1.0,1.0,0.69,0.54,1.0,1.0,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
295,30432,Ami,10506,1.0,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.77,0.85,1.0,0.08,0.08,0.69,0.62,0.31,1.0,0.08,0.77,0.77,1.0,1.0,0.69,0.77,1.0,1.0,0.69,1.0,0.77,1.0,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
296,30434,Ami,10506,1.0,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.46,0.08,0.46,0.08,0.77,0.77,1.0,1.0,0.85,0.77,1.0,1.0,0.69,1.0,1.0,1.0,0.54,0.62,0.77,1.0,0.31,0.77,23.98,121.6
297,30439,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,0.54,0.85,1.0,0.08,0.08,0.69,0.77,0.31,0.85,0.08,0.77,0.77,1.0,1.0,0.69,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.77,0.54,0.31,0.77,23.98,121.6
298,30453,Ami,10506,1.0,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.92,0.54,0.85,0.08,0.77,0.77,1.0,1.0,0.85,0.77,1.0,1.0,0.69,0.54,1.0,1.0,0.54,0.62,1.0,1.0,0.31,0.77,23.98,121.6
299,30452,Ami,10506,1.0,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.23,0.31,0.08,0.69,0.77,0.77,1.0,0.77,0.69,0.77,1.0,1.0,1.0,0.54,1.0,0.54,0.54,0.62,1.0,1.0,0.31,0.77,23.98,121.6
300,9730,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,0.69,0.46,0.54,0.23,0.69,0.77,0.54,1.0,0.54,0.69,0.54,0.69,0.08,0.69,0.08,1.0,0.54,0.54,0.46,0.31,0.31,0.54,0.31,23.98,121.6
301,9777,Ami,10506,1.0,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,1.0,0.85,1.0,0.08,0.08,1.0,0.38,0.54,0.38,0.69,0.77,0.77,1.0,0.77,0.85,0.77,0.69,0.08,0.38,0.54,1.0,0.08,0.54,0.62,0.54,0.31,0.54,0.31,23.98,121.6
302,30349,Ami,10506,1.0,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.08,0.54,0.85,1.0,0.08,0.08,0.69,0.46,0.77,0.69,0.08,0.77,0.77,0.08,1.0,0.85,0.77,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.54,0.54,0.08,0.77,23.98,121.6
