,index,canto_coding_id,region,division,subregion,area_kingdom,culture,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
1733,0,3106,Central Asia,S Central Asia,Afghanistan/ Pamir Mtns,"Oxus Basin & Fargana Valley, Transoxania/ Greater Khorasan",Tadjik,38.55,68.78,0.62,0.23,0.38,0.54,0.77,1.0,0.54,0.77,1.0,0.54,0.46,0.23,0.46,0.54,0.85,0.69,0.77,0.08,0.08,0.54,0.54,0.08,0.54,0.85,0.54,1.0,1.0,0.69,1.0,0.54,0.54,0.54,0.23,0.08,0.54,0.31,0.31
1734,0,3107,Central Asia,S Central Asia,Afghanistan/ Pamir Mtns,"Oxus Basin & Fargana Valley, Transoxania/ Greater Khorasan",Tadjik,38.46,70.78,0.46,0.15,0.38,0.54,0.77,1.0,0.54,0.54,1.0,0.31,0.46,0.23,0.46,0.54,0.69,0.77,0.77,0.08,0.31,0.31,0.31,0.08,0.54,0.38,0.54,1.0,1.0,0.69,0.54,0.31,0.54,0.77,0.23,0.08,0.54,0.54,0.31
1735,0,3108,Central Asia,S Central Asia,Afghanistan/ Pamir Mtns,"Oxus Basin & Fargana Valley, Transoxania/ Greater Khorasan",Tadjik,38.46,70.78,0.62,0.15,0.38,0.54,0.77,1.0,0.08,0.08,0.08,0.31,0.46,0.23,0.46,0.54,0.69,0.77,0.54,0.08,0.31,0.54,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.69,1.0,0.31,0.54,0.77,0.62,0.31,0.77,0.54,0.31
1736,0,966,Central Asia,S Central Asia,Central Highlands,"Hazarajat Reg, Greater Khorasan",Hazara,34.81,67.82,0.42,0.08,0.08,0.77,0.54,0.08,0.08,0.08,0.08,0.08,1.0,0.23,0.08,0.08,0.69,0.08,0.31,0.08,0.08,0.54,0.31,0.08,0.08,0.38,0.54,0.08,1.0,0.38,0.54,0.08,0.54,0.42,0.08,0.08,0.31,0.31,0.31
1737,0,9399,Central Asia,S Central Asia,Pamir Mtns,Badakhshan,Badakhshan,36.73,70.81,,0.0,0.15,0.0,0.0,0.0,0.31,0.08,0.08,0.0,0.0,0.0,0.69,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,0,1815,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,37.96,58.32,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.85,0.46,0.54,0.23,0.08,0.54,0.54,0.08,0.77,0.38,0.77,0.69,1.0,0.38,0.54,0.31,0.54,0.42,0.23,0.08,0.31,0.54,0.77
1739,0,1816,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,37.96,58.32,0.15,0.15,0.38,0.31,0.08,0.08,0.54,0.54,0.77,0.31,1.0,0.08,1.0,0.54,1.0,0.85,0.08,0.85,0.08,0.54,0.31,0.08,0.31,0.23,0.77,0.08,1.0,0.38,0.54,0.31,0.54,0.42,0.23,0.31,0.31,0.54,0.54
1740,0,1817,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,37.96,58.32,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.08,0.38,0.54,0.62,0.08,0.54,0.54,0.08,0.31,0.38,0.31,0.08,1.0,0.38,0.54,0.31,0.54,0.77,0.23,0.54,0.54,0.54,0.54
1741,0,1818,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,37.96,58.32,0.15,0.62,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.85,0.08,0.85,0.08,1.0,0.38,0.54,0.69,0.31,0.77,0.54,0.08,0.31,0.38,1.0,1.0,1.0,0.38,0.54,0.31,0.08,0.77,0.23,0.31,0.31,0.31,0.54
1742,0,1819,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,37.96,58.32,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,1.0,0.08,0.85,0.08,0.69,0.15,0.77,0.08,0.08,0.54,0.31,0.08,0.08,0.38,0.31,0.08,1.0,0.38,0.54,0.31,1.0,0.77,0.23,0.31,0.54,0.77,0.77
1743,0,1820,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,37.96,58.32,0.69,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.69,0.31,0.31,0.08,0.54,0.69,0.77,1.0,1.0,0.38,1.0,0.54,0.54,0.54,0.23,0.31,0.54,0.31,0.54
1744,0,2875,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,37.96,58.32,0.15,0.62,0.38,0.31,0.08,0.08,1.0,0.77,0.77,0.08,1.0,0.08,0.85,0.54,0.38,0.15,0.54,0.08,0.08,0.54,0.54,0.08,0.54,0.69,1.0,0.08,1.0,0.08,0.08,0.08,0.08,0.42,0.27,0.08,0.31,0.08,0.31
1745,0,2876,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,37.96,58.32,0.15,0.62,0.38,0.31,0.08,0.08,1.0,0.77,0.54,0.08,1.0,0.08,0.85,0.54,1.0,0.15,0.54,0.08,0.31,0.77,0.31,0.08,0.08,0.69,1.0,0.08,1.0,0.08,0.54,0.08,0.08,0.77,0.08,0.08,0.31,0.08,0.31
1746,0,2877,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,37.96,58.32,0.15,0.23,0.38,0.31,0.08,0.08,1.0,0.77,1.0,0.31,0.85,0.08,0.85,0.54,0.38,0.15,0.54,0.08,0.08,0.54,0.31,0.08,0.54,0.38,0.77,1.0,1.0,0.08,0.08,0.31,0.08,0.42,0.08,0.08,0.31,0.08,0.31
1747,0,9194,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,43.33,68.25,,0.0,0.38,0.0,0.0,0.0,0.54,0.31,0.77,0.0,0.0,0.0,0.46,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,0,30672,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,37.96,58.32,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.08,0.38,0.54,0.62,0.08,0.54,0.54,0.08,0.31,0.38,0.31,0.08,1.0,0.38,0.54,0.31,0.54,0.77,0.23,0.54,0.54,0.54,0.54
1749,0,2649,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Buzawa Kalmyks,46.18,45.0,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.08,0.46,0.54,0.46,0.31,0.77,1.0,0.08,0.31,0.38,0.54,0.08,1.0,0.38,0.08,0.31,0.54,0.77,0.62,0.54,0.54,0.54,0.54
1750,0,2650,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Buzawa Kalmyks,46.18,45.0,0.15,0.15,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.46,0.08,0.46,0.08,0.69,0.38,0.77,0.69,0.69,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,1.0,0.54,0.31,1.0,0.54,0.62,0.54,0.77,0.54,0.54
1751,0,2651,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Buzawa Kalmyks,46.18,45.0,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.85,0.46,0.54,0.69,0.08,0.77,0.77,0.08,0.77,0.69,0.77,1.0,1.0,0.69,1.0,0.31,0.54,0.77,0.77,0.54,0.77,0.54,0.54
1752,0,2652,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Buzawa Kalmyks,46.18,45.0,0.15,0.15,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.08,0.46,0.08,0.46,0.08,0.69,0.38,0.77,0.69,0.69,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,1.0,0.08,1.0,0.42,0.62,0.54,0.77,0.54,0.54
1753,0,2653,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Buzawa Kalmyks,46.18,45.0,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.69,0.85,0.54,1.0,0.69,0.77,0.77,0.08,0.54,0.38,0.77,0.08,1.0,0.38,0.54,0.31,0.54,0.77,0.77,0.77,0.77,0.54,0.54
1754,0,2658,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Torghut Kalmyks,46.18,45.0,0.62,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,1.0,0.38,0.08,0.08,0.69,0.46,0.42,0.38,0.31,0.77,1.0,0.08,0.77,0.23,0.77,0.08,1.0,0.38,0.08,0.54,0.54,0.77,0.62,0.54,0.77,0.54,0.54
1755,0,2659,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Torghut Kalmyks,46.18,45.0,0.62,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,1.0,0.38,0.08,0.08,0.69,0.31,0.54,0.23,0.31,0.77,0.77,0.08,0.77,0.23,1.0,0.08,1.0,0.08,0.08,0.54,1.0,0.77,0.62,0.54,0.77,0.31,0.77
1756,0,2660,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Torghut Kalmyks,46.18,45.0,0.54,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,1.0,0.38,0.08,0.08,0.69,0.15,0.77,0.08,0.31,0.77,0.77,0.08,0.54,0.23,0.77,0.08,1.0,0.38,0.08,0.54,0.54,0.77,0.62,0.54,0.77,0.54,0.77
1757,0,2661,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Torghut Kalmyks,46.18,45.0,0.46,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.31,0.46,0.23,0.08,0.08,0.08,0.46,0.54,0.62,0.31,0.77,0.77,0.77,1.0,0.38,0.54,1.0,1.0,0.38,0.08,0.31,1.0,0.77,0.62,0.54,0.77,0.54,0.77
1758,0,2662,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Torghut Kalmyks,46.18,45.0,0.15,0.15,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.85,0.08,0.46,0.08,0.69,0.46,0.77,0.62,0.31,0.54,0.54,0.08,0.54,0.38,0.54,0.69,0.69,1.0,1.0,0.31,0.08,0.54,0.46,0.54,0.77,0.54,0.54
1759,0,9057,East Asia,China,C China,C Yangtze,C Chinese Village,31.34,110.74,0.77,0.92,0.85,0.77,0.54,0.31,0.54,0.54,0.31,0.77,0.85,0.38,0.85,0.54,0.08,0.38,0.54,0.23,0.08,0.54,0.31,0.08,0.31,0.38,0.77,0.38,0.38,0.38,0.54,0.77,0.08,0.42,1.0,0.54,0.54,0.77,0.77
1760,0,9058,East Asia,China,C China,C Yangtze,C Chinese Village,29.4,112.2,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.08,1.0,0.08,0.85,0.08,0.69,0.77,0.77,0.85,0.08,0.77,0.31,0.08,0.54,0.23,0.77,0.08,0.69,0.08,0.08,0.08,0.54,0.77,0.23,0.54,0.31,0.54,0.77
1761,0,9063,East Asia,China,E China,Anhui,Wuhu,31.13,118.57,0.62,0.08,0.08,0.54,0.54,0.08,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.15,0.77,0.08,0.08,0.54,0.54,0.08,0.31,0.38,0.77,0.69,1.0,0.38,0.08,0.54,0.08,0.19,0.23,0.31,0.54,0.31,0.77
1762,0,9064,East Asia,China,E China,Anhui,Wuhu,31.13,118.57,0.77,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.38,0.77,0.38,0.69,0.54,0.77,0.08,0.54,0.85,0.77,1.0,1.0,0.69,0.54,0.77,0.08,0.54,0.23,0.31,0.54,0.31,0.77
1763,0,9060,East Asia,China,E China,Lower Yangtze ,Lower Yangtze,33.24,119.36,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.08,0.85,0.08,0.85,0.08,0.69,0.38,0.77,0.62,0.08,0.77,0.31,0.08,0.31,0.85,0.54,1.0,1.0,0.69,0.54,0.08,0.08,0.42,0.23,0.31,0.54,0.42,0.31
1764,0,9061,East Asia,China,E China,Lower Yangtze ,Lower Yangtze,32.79,119.44,0.62,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.31,0.46,0.23,0.08,0.08,0.69,0.85,0.31,1.0,0.08,0.77,0.54,0.08,0.31,0.69,0.77,0.69,1.0,0.38,0.08,0.31,0.54,0.42,0.08,0.31,0.77,0.31,0.31
1765,0,9065,East Asia,China,E China,Lower Yangtze ,Lower Yangtze,32.39,119.41,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.38,0.46,0.42,0.62,0.08,0.77,0.54,0.08,0.31,0.69,0.77,1.0,1.0,0.69,0.08,0.31,0.54,0.42,0.23,0.31,0.54,0.42,0.54
1766,0,9066,East Asia,China,E China,Lower Yangtze ,Lower Yangtze,33.5,119.03,0.73,0.08,0.08,0.54,0.31,0.54,0.08,0.08,0.08,0.77,1.0,0.31,0.08,0.08,0.69,0.15,0.31,0.08,0.08,0.77,0.77,0.08,0.31,0.69,0.88,0.08,1.0,0.08,0.08,0.77,0.08,0.31,0.81,0.42,0.54,0.77,0.77
1767,0,1483,East Asia,China,E China,S Jiangsu/ N Zhejiang,Suzhou,31.29,120.58,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.08,0.85,0.08,0.46,0.08,0.69,0.08,0.77,0.08,0.08,0.77,0.77,0.08,0.31,0.69,0.54,0.38,1.0,0.08,0.54,0.08,0.54,0.42,0.23,0.31,0.31,0.54,0.08
1768,0,1570,East Asia,China,E China,Shanghai,Shanghai Folk,31.23,121.47,0.15,0.38,0.46,0.31,0.08,0.08,1.0,0.77,1.0,0.08,0.85,0.08,0.46,0.54,0.69,0.08,0.54,0.08,0.31,0.77,0.77,0.08,0.54,0.69,0.54,0.69,1.0,0.08,0.54,0.08,0.54,0.77,0.23,0.31,0.77,0.77,0.08
1769,0,1564,East Asia,China,E China,Zhejiang,Hangzhou,30.27,120.15,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.46,0.08,0.08,0.08,1.0,0.77,0.77,1.0,0.08,0.54,0.31,0.08,0.31,0.38,0.54,0.69,1.0,0.38,0.54,0.77,0.54,0.54,0.62,0.31,0.54,0.31,1.0
1770,0,1565,East Asia,China,E China,Zhejiang,Hangzhou,30.27,120.15,0.85,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,1.0,0.46,0.38,0.08,0.08,0.69,0.77,0.77,1.0,0.08,0.54,0.77,0.08,0.08,0.85,0.77,1.0,1.0,0.08,1.0,1.0,0.08,0.42,0.77,0.77,0.77,0.31,1.0
1771,0,1566,East Asia,China,E China,Zhejiang,Hangzhou,30.27,120.15,0.69,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.38,1.0,0.46,0.31,0.54,0.77,0.46,0.77,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.54,0.62,0.54,0.08,0.08,1.0
1772,0,1567,East Asia,China,E China,Zhejiang,Hangzhou,30.27,120.15,0.92,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,1.0,0.46,0.23,0.08,0.08,0.69,0.92,1.0,1.0,0.08,0.31,0.08,0.46,1.0,0.85,0.77,1.0,1.0,1.0,1.0,1.0,1.0,0.54,0.77,0.77,0.77,0.31,1.0
1773,0,9062,East Asia,China,E China,Zhejiang,Hangzhou,29.14,119.78,0.77,0.15,0.15,0.54,0.54,0.77,0.31,0.08,0.08,0.31,0.85,0.23,0.23,0.08,0.69,0.85,1.0,0.85,0.31,0.77,0.54,0.08,0.31,0.85,0.77,0.69,0.69,0.38,0.08,0.31,0.54,0.31,1.0,0.31,0.54,0.42,0.31
1774,0,1568,East Asia,China,N China,N China Plain,Beijing Folk,39.9,116.4,0.77,0.15,0.15,0.54,0.31,0.77,0.31,0.08,0.08,0.54,0.46,0.23,0.23,0.08,0.69,0.23,0.54,0.08,0.69,0.77,0.77,0.08,0.54,0.38,0.77,1.0,0.69,0.38,0.54,0.54,0.08,0.31,0.23,0.08,0.31,0.08,0.77
1775,0,1569,East Asia,China,N China,N China Plain,Beijing Folk,39.9,116.4,0.15,0.62,0.62,0.31,0.08,0.08,0.77,0.54,0.77,0.08,0.85,0.08,0.85,0.38,0.69,0.08,0.77,0.08,0.31,1.0,0.77,0.08,0.54,0.69,0.54,0.69,0.69,0.38,0.54,0.08,0.54,0.77,0.23,0.31,0.54,0.31,0.08
1776,0,365,East Asia,China,N China,N China Plain,Chinese Urban Elite,35.89,117.92,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.08,0.46,0.08,0.27,0.08,0.69,0.31,0.31,0.62,0.31,0.77,0.77,0.08,0.31,0.23,1.0,0.08,0.08,0.08,0.54,0.08,0.08,0.77,1.0,0.08,0.77,0.31,0.54
1777,0,1571,East Asia,China,N China,N China Plain,Chinese Urban Elite,31.23,121.47,0.15,0.23,0.46,0.31,0.08,0.08,0.77,0.54,0.54,0.08,0.46,0.08,0.46,0.38,0.69,0.08,0.54,0.08,0.31,0.77,0.54,0.08,0.54,0.38,0.54,0.38,0.38,0.08,0.54,0.08,1.0,0.77,0.23,0.54,0.54,0.54,0.08
1778,0,1572,East Asia,China,N China,N China Plain,Chinese Urban Elite,23.37,113.76,0.15,0.69,0.62,0.31,0.08,0.08,0.77,0.31,0.31,0.08,1.0,0.08,0.46,0.38,0.69,0.08,0.54,0.08,0.69,0.77,0.77,0.08,0.54,0.69,0.54,1.0,1.0,0.38,0.54,0.08,1.0,0.42,0.08,0.08,0.31,0.31,0.08
1779,0,1574,East Asia,China,N China,N China Plain,Chinese Urban Elite,30.76,102.8,0.62,0.69,0.62,0.54,0.31,0.31,0.54,0.31,0.31,0.08,1.0,0.23,1.0,0.54,0.69,0.08,0.31,0.08,0.31,0.77,0.31,0.08,0.08,0.85,0.77,0.08,0.08,0.08,0.08,0.08,0.54,0.31,0.08,0.31,0.54,0.54,0.54
1780,0,8001,East Asia,China,N China,N China Plain,Chinese Urban Elite,22.19,113.54,0.31,0.0,0.54,0.31,0.08,0.08,0.88,0.0,0.54,0.08,1.0,0.08,1.0,0.31,0.69,0.15,0.42,0.23,1.0,0.77,1.0,0.08,0.31,0.85,0.54,0.38,1.0,0.38,0.08,0.08,0.54,0.77,0.23,0.31,0.54,0.54,0.77
1781,0,9292,East Asia,China,N China,N China Plain,Chinese Urban Elite,22.19,113.54,0.31,0.85,0.62,0.08,0.08,0.08,0.88,0.31,0.31,0.08,0.92,0.08,0.92,1.0,0.69,0.15,0.54,0.08,0.69,0.77,0.31,0.08,0.31,0.69,0.77,0.69,0.69,0.38,0.08,0.08,0.54,0.54,0.23,0.08,0.42,0.54,0.31
1782,0,9464,East Asia,China,N China,N China Plain,Chinese Urban Elite,26.48,117.92,,0.0,0.46,0.0,0.0,0.0,0.54,0.54,0.77,0.0,0.0,0.0,1.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,0,9025,East Asia,China,N China,N China Plain,Shandong,36.65,117.12,0.77,0.08,0.08,0.54,0.77,1.0,0.08,0.08,0.08,0.77,0.46,0.23,0.08,0.08,0.69,0.77,1.0,1.0,0.69,0.54,0.54,0.08,0.54,0.69,0.77,0.69,1.0,0.69,0.54,0.77,0.54,0.0,0.35,0.77,0.54,0.77,0.77
1784,0,9026,East Asia,China,N China,N China Plain,Shandong,36.65,117.12,0.77,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,1.0,0.77,0.88,1.0,0.08,0.54,0.54,0.08,0.54,0.38,0.88,1.0,1.0,0.69,0.54,0.54,0.54,0.42,0.46,0.77,0.54,0.31,0.54
1785,0,9028,East Asia,China,N China,N China Plain,Shandong,36.81,118.05,0.15,0.23,0.46,0.31,0.08,0.08,0.54,0.54,0.54,0.08,0.46,0.08,0.46,0.23,0.69,0.15,0.54,0.08,0.08,0.77,0.54,0.08,0.31,0.38,0.77,0.69,0.69,0.38,0.08,0.08,0.54,0.77,0.23,0.54,0.31,0.77,0.31
1786,0,20476,East Asia,China,N China,Shanxi,N China Buddhist Monastics,39.07,113.56,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,0,20477,East Asia,China,N China,Shanxi,N China Buddhist Monastics,39.07,113.56,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788,0,20478,East Asia,China,N China,Shanxi,N China Buddhist Monastics,39.07,113.56,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,0,20479,East Asia,China,N China,Shanxi,N China Buddhist Monastics,39.07,113.56,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,0,9022,East Asia,China,N W China,Chinese Steppe,Hui,35.95,103.28,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.23,0.42,0.38,0.69,0.77,0.31,0.08,0.31,0.38,0.77,0.69,1.0,0.69,0.54,0.31,0.08,0.77,0.46,0.31,0.54,0.54,0.31
1791,0,9023,East Asia,China,N W China,Chinese Steppe,Hui,35.49,102.99,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.38,0.46,0.42,0.38,0.31,0.77,0.54,0.08,0.77,0.85,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.77,0.23,0.54,0.31,0.31,0.54
1792,0,9024,East Asia,China,N W China,Chinese Steppe,Hui,35.49,102.99,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.38,0.42,0.38,0.08,0.54,0.54,0.08,0.54,0.38,0.54,0.69,1.0,0.69,0.54,0.54,0.08,0.31,0.46,0.31,0.54,0.54,0.54
1793,0,9040,East Asia,China,N W China,Chinese Steppe,Yugur,38.83,99.61,0.15,0.62,0.15,0.31,0.31,0.08,0.31,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.38,0.31,0.69,0.69,1.0,0.54,0.08,0.54,0.23,0.77,0.08,1.0,0.38,0.54,0.31,0.54,0.77,0.46,0.31,0.31,0.54,0.54
1794,0,9041,East Asia,China,N W China,Chinese Steppe,Yugur,38.83,99.61,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.38,0.85,0.77,0.85,0.08,0.77,0.31,0.08,0.31,0.38,0.77,0.38,1.0,0.38,0.08,0.54,0.54,0.42,0.46,0.77,0.54,0.54,0.31
1795,0,9042,East Asia,China,N W China,Chinese Steppe,Yugur,38.83,99.61,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.46,0.08,0.08,0.08,0.85,0.92,0.54,1.0,0.08,0.77,0.54,0.08,0.77,0.69,0.31,1.0,1.0,0.69,0.54,0.54,0.54,0.77,0.46,0.77,0.54,0.77,0.54
1796,0,9043,East Asia,China,N W China,Chinese Steppe,Yugur,38.83,99.61,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.46,0.08,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.77,0.54,0.08,0.77,0.38,0.19,0.69,1.0,0.38,0.54,0.77,1.0,0.88,0.62,0.31,0.31,0.77,0.54
1797,0,9044,East Asia,China,N W China,Chinese Steppe,Yugur,38.83,99.61,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.92,0.77,0.85,0.69,0.77,0.31,0.08,0.54,0.38,0.31,0.69,1.0,0.69,0.54,0.54,0.54,0.77,0.46,0.54,0.31,0.54,0.54
1798,0,9027,East Asia,China,N W China,N Tibetan Plateau,N W Chinese Folk,38.01,110.49,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.38,0.42,0.62,0.69,0.77,1.0,0.08,0.54,0.69,0.77,0.69,1.0,0.38,0.54,0.31,0.54,0.31,0.23,0.31,0.42,0.54,0.31
1799,0,9203,East Asia,China,N W China,N Tibetan Plateau,N W Chinese Folk,35.74,96.4,0.15,0.0,0.15,0.08,0.08,0.08,1.0,0.08,0.08,0.31,0.46,0.08,0.46,0.08,0.69,0.46,0.31,0.69,0.08,0.77,0.54,0.08,0.54,0.69,0.54,0.69,1.0,0.69,0.54,0.31,0.54,0.42,0.46,0.31,0.31,0.54,0.54
1800,0,9005,East Asia,China,S China,Guangxi,Zhuang,22.81,108.36,0.46,0.08,0.08,1.0,0.31,0.54,0.08,0.08,0.08,0.08,1.0,0.23,0.08,0.08,0.08,0.46,0.31,0.62,0.69,0.54,0.54,0.77,0.54,0.69,0.54,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.46,0.54,0.54,0.54,0.77
1801,0,9006,East Asia,China,S China,Guangxi,Zhuang,22.81,108.36,0.46,0.08,0.08,1.0,0.54,0.77,0.08,0.77,0.08,0.31,1.0,0.23,0.08,0.08,0.69,0.46,0.31,0.62,0.08,0.31,0.54,0.77,0.54,0.69,0.77,0.08,1.0,0.69,0.08,0.31,0.54,0.54,0.46,0.31,0.77,0.54,0.31
