,index,canto_coding_id,region,division,subregion,area_kingdom,culture,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
3587,0,1873,Oceania,Melanesia,Papua New Guinea,"Middle Wahgi Valley, C Papuan Highlands",Kuma,-5.62,144.25,0.92,0.69,0.62,0.54,0.77,0.77,0.54,0.54,0.54,1.0,1.0,0.23,0.23,0.38,0.69,0.92,0.77,0.85,0.08,0.31,0.77,0.08,1.0,0.38,1.0,0.08,1.0,0.69,1.0,1.0,1.0,0.31,0.77,0.77,0.77,0.31,1.0
3588,0,1874,Oceania,Melanesia,Papua New Guinea,"Middle Wahgi Valley, C Papuan Highlands",Kuma,-5.62,144.25,0.46,0.69,0.62,0.54,0.77,0.77,0.54,1.0,0.54,1.0,0.85,0.23,0.23,0.38,0.69,0.46,0.77,0.69,1.0,0.31,0.77,0.08,1.0,0.38,0.77,1.0,1.0,0.69,0.54,1.0,1.0,0.42,0.77,0.77,0.77,0.31,1.0
3589,0,1875,Oceania,Melanesia,Papua New Guinea,"Middle Wahgi Valley, C Papuan Highlands",Kuma,-5.62,144.25,0.62,0.69,0.62,0.54,0.77,0.77,0.54,1.0,0.54,1.0,0.85,0.23,0.23,0.38,0.69,0.92,0.54,1.0,0.85,0.77,0.54,0.08,1.0,0.69,0.54,1.0,1.0,0.69,1.0,1.0,1.0,1.0,0.62,0.31,0.31,0.54,0.54
3590,0,1876,Oceania,Melanesia,Papua New Guinea,"Middle Wahgi Valley, C Papuan Highlands",Kuma,-5.62,144.25,0.46,0.69,0.62,0.54,0.77,0.77,0.54,1.0,0.54,0.77,0.85,0.23,0.23,0.38,0.69,0.92,0.54,1.0,0.85,0.77,0.54,0.08,1.0,0.38,0.54,1.0,1.0,0.69,1.0,0.77,1.0,1.0,0.62,0.54,0.54,0.54,0.54
3591,0,2083,Oceania,Melanesia,Papua New Guinea,"Middle Wahgi Valley, C Papuan Highlands",Kuma,-5.62,144.25,0.92,0.69,0.62,0.54,1.0,1.0,0.54,0.77,0.31,0.54,0.85,0.23,0.23,0.38,0.69,0.92,0.54,1.0,0.08,0.31,0.77,0.08,1.0,0.38,1.0,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.77,1.0,0.77,0.31,1.0
3592,0,2084,Oceania,Melanesia,Papua New Guinea,"Middle Wahgi Valley, C Papuan Highlands",Kuma,-5.62,144.25,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.46,0.77,0.46,0.08,0.77,0.54,0.08,1.0,0.38,0.77,1.0,1.0,0.69,0.54,1.0,1.0,0.54,0.46,0.31,0.54,0.54,1.0
3593,0,2085,Oceania,Melanesia,Papua New Guinea,"Middle Wahgi Valley, C Papuan Highlands",Kuma,-5.62,144.25,0.46,0.69,0.62,0.54,0.77,0.77,0.54,0.54,0.31,0.54,0.85,0.23,0.23,0.38,0.69,0.92,0.54,1.0,0.85,0.31,0.77,0.08,1.0,0.69,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.42,0.62,1.0,0.77,0.31,1.0
3594,0,76,Oceania,Melanesia,Papua New Guinea,Milne Bay Prov,Dawawa,-9.78,149.88,0.46,0.23,0.46,0.54,0.54,0.77,0.54,0.54,0.54,0.54,0.46,0.23,0.69,0.23,0.69,0.85,0.77,0.85,0.69,0.54,0.77,0.08,1.0,0.69,0.54,0.69,0.69,1.0,1.0,0.54,0.54,0.54,0.62,0.54,0.31,0.54,0.77
3595,0,4254,Oceania,Melanesia,Papua New Guinea,Milne Bay Prov,Massim,-10.95,151.06,0.62,0.15,0.15,1.0,0.77,0.77,0.31,0.08,0.08,0.54,1.0,0.23,0.23,0.08,0.08,0.23,0.77,0.08,0.08,0.54,0.54,0.23,0.77,0.38,0.54,0.69,1.0,0.38,1.0,0.54,1.0,0.77,0.23,0.31,0.54,0.54,0.31
3596,0,9545,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Adzera,-6.8,146.56,0.69,0.69,0.46,0.54,0.77,0.77,0.54,0.54,0.77,0.54,0.85,0.23,0.23,0.54,0.69,0.46,0.77,0.23,0.31,0.54,0.31,0.08,1.0,0.38,0.77,1.0,1.0,0.08,1.0,0.54,1.0,0.54,0.62,0.31,0.54,0.31,1.0
3597,0,9546,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Adzera,-6.8,146.56,0.77,1.0,0.85,0.54,0.54,0.54,0.54,0.54,0.54,0.77,0.85,0.23,0.85,0.54,0.69,0.85,0.54,1.0,0.69,0.31,0.54,0.08,0.77,0.38,0.54,0.69,1.0,0.69,0.54,0.77,1.0,0.54,0.62,0.31,0.31,0.77,0.77
3598,0,9547,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Adzera,-6.8,146.56,0.38,0.38,0.46,0.54,0.54,0.54,0.54,0.54,0.54,0.77,0.46,0.23,0.23,0.54,0.69,0.38,0.42,0.38,0.31,0.54,0.54,0.08,0.77,0.38,0.54,1.0,1.0,0.69,1.0,0.77,1.0,0.54,0.0,0.77,0.31,0.54,0.0
3599,0,9548,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Adzera,-6.8,146.56,0.46,0.23,0.46,0.54,0.54,0.54,0.54,0.54,0.54,0.77,0.85,0.23,0.23,1.0,0.69,0.85,0.31,0.85,0.69,0.54,0.31,0.08,1.0,0.38,0.42,0.69,1.0,0.38,0.08,0.77,1.0,0.54,0.46,0.31,0.54,0.54,0.77
3600,0,9549,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Adzera,-6.8,146.56,0.69,0.23,0.46,0.54,0.77,0.54,0.54,0.54,0.54,0.77,0.85,0.23,0.23,0.23,0.85,0.38,0.77,0.62,0.31,0.31,0.54,0.08,1.0,0.85,0.54,0.69,1.0,0.69,1.0,0.77,1.0,0.54,0.62,0.77,0.31,0.42,0.54
3601,0,9550,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Adzera,-6.8,146.56,0.85,0.23,0.46,0.54,0.54,0.54,0.54,0.54,0.54,0.0,0.85,0.23,0.23,0.54,0.69,0.92,0.77,1.0,0.69,0.54,0.31,0.08,1.0,0.69,0.54,1.0,1.0,0.38,1.0,0.0,1.0,0.54,0.46,0.31,0.77,0.77,1.0
3602,0,9551,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Adzera,-6.8,146.56,0.92,0.38,0.38,0.54,0.77,0.54,0.54,1.0,0.54,1.0,0.46,0.23,0.23,0.23,0.69,0.46,0.31,0.62,0.0,0.54,0.54,0.08,1.0,0.38,0.77,1.0,1.0,0.38,0.54,1.0,0.54,0.31,1.0,0.54,0.77,0.31,1.0
3603,0,9552,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Adzera,-6.8,146.56,0.46,0.23,0.46,0.54,0.77,0.54,0.54,1.0,0.54,0.77,0.46,0.23,0.23,0.23,0.69,0.46,0.77,0.62,0.08,0.54,0.31,0.08,1.0,0.69,0.54,1.0,1.0,0.38,0.54,0.77,0.54,0.42,1.0,0.54,0.77,0.31,1.0
3604,0,9553,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Adzera,-6.8,146.56,0.46,0.23,0.46,0.54,0.54,0.54,0.54,0.54,0.54,1.0,0.85,0.23,0.23,0.23,0.69,0.46,0.77,0.62,0.31,0.77,0.42,0.08,1.0,0.69,0.77,1.0,1.0,0.38,0.54,1.0,0.54,0.42,1.0,0.54,0.42,0.31,1.0
3605,0,9516,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Anga,-6.8,146.56,0.85,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.54,0.85,1.0,0.08,0.08,0.69,0.85,0.77,0.85,0.31,0.31,0.54,0.23,1.0,0.85,0.54,0.38,0.08,0.69,0.08,0.54,1.0,0.54,0.46,0.31,0.54,0.31,0.77
3606,0,9517,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Anga,-6.8,146.56,1.0,0.62,0.31,1.0,0.42,0.31,0.31,0.08,0.08,0.54,0.92,1.0,0.23,0.08,0.69,0.77,0.77,0.85,0.31,0.31,0.77,1.0,0.77,0.69,0.54,0.38,0.69,0.69,0.08,0.54,0.54,0.54,0.46,0.31,0.31,0.31,0.77
3607,0,893,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Butala,-6.7,147.62,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.23,0.08,0.69,0.08,0.31,0.38,0.69,0.54,0.77,0.08,1.0,0.38,0.31,0.69,0.69,0.38,0.54,0.54,1.0,0.54,0.62,0.77,0.54,0.77,0.54
3608,0,9325,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Butala,-6.7,147.62,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,1.0,0.08,0.08,0.08,0.0,0.69,0.54,1.0,0.85,0.77,0.54,0.08,1.0,0.23,0.31,0.08,0.08,0.69,0.54,0.54,1.0,0.77,0.62,0.54,0.54,0.77,0.54
3609,0,892,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Markham River,-6.73,146.96,0.46,0.08,0.08,0.54,0.31,0.31,0.08,0.08,0.08,0.54,1.0,0.31,0.08,0.08,0.38,0.15,0.54,0.08,0.69,0.77,0.31,0.08,1.0,0.23,0.77,0.08,1.0,0.08,0.54,0.54,1.0,0.31,0.08,0.08,0.08,0.31,1.0
3610,0,73,Oceania,Melanesia,Papua New Guinea,N E Papua New Guinea,Madang Unidentified,-5.6,144.12,0.62,0.15,0.46,0.54,0.31,0.31,0.54,1.0,1.0,0.54,0.46,0.23,0.23,0.23,1.0,0.85,0.08,1.0,0.69,0.54,0.77,0.08,0.54,0.69,0.77,0.69,1.0,0.38,0.54,0.54,0.54,0.08,0.23,1.0,0.31,0.08,0.77
3611,0,3873,Oceania,Melanesia,Papua New Guinea,N E Papua New Guinea,Sebron,-6.31,143.95,0.62,0.69,0.54,0.54,1.0,0.77,0.08,0.08,0.08,0.77,0.85,0.23,0.85,0.54,0.69,0.46,0.54,0.38,0.69,0.54,0.77,0.08,1.0,0.85,0.77,0.38,0.69,0.38,1.0,0.77,1.0,0.31,0.62,0.77,0.77,0.77,1.0
3612,0,207,Oceania,Melanesia,Papua New Guinea,Nukumanu Islands,Nukumanu,-4.53,159.42,0.46,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,0.08,1.0,0.23,0.08,0.08,0.69,0.54,0.31,1.0,0.31,0.31,0.54,0.62,0.77,0.23,0.31,0.08,1.0,0.38,1.0,0.08,1.0,0.77,0.46,0.08,0.08,0.54,0.08
3613,0,3743,Oceania,Melanesia,Papua New Guinea,Nukumanu Islands,Nukumanu,-31.55,159.08,0.92,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.08,0.54,0.85,0.85,0.08,0.08,0.69,0.77,0.77,0.73,0.69,0.54,0.54,0.23,0.77,0.85,0.77,1.0,1.0,0.38,1.0,0.54,0.54,0.77,0.62,0.77,0.77,0.31,0.31
3614,0,3744,Oceania,Melanesia,Papua New Guinea,Nukumanu Islands,Nukumanu,-31.55,159.08,0.69,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.31,0.85,1.0,0.08,0.08,0.69,0.46,0.77,0.62,0.85,0.77,0.54,0.77,0.77,0.69,0.54,0.69,1.0,0.69,0.54,0.31,1.0,0.77,0.62,0.31,0.77,0.54,0.31
3615,0,9806,Oceania,Melanesia,Papua New Guinea,Ok Tedi R,Ok,-4.41,140.01,0.77,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.54,1.0,0.38,0.08,0.08,0.08,0.85,0.54,1.0,0.08,0.77,1.0,0.08,1.0,0.69,0.77,0.08,0.08,0.38,0.08,0.54,1.0,0.77,0.62,0.54,0.54,0.31,0.77
3616,0,9807,Oceania,Melanesia,Papua New Guinea,Ok Tedi R,Ok,-4.41,140.01,0.9,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.31,0.92,1.0,0.08,0.08,0.85,0.85,0.77,0.85,0.69,0.77,0.54,1.0,1.0,0.85,0.42,0.08,0.08,0.69,0.08,0.31,1.0,0.77,0.62,0.54,0.54,0.54,0.77
3617,0,9808,Oceania,Melanesia,Papua New Guinea,Ok Tedi R,Ok,-4.41,140.01,0.85,0.69,0.62,0.88,1.0,0.54,0.77,0.77,0.31,0.77,0.85,0.38,0.23,0.38,0.69,0.62,0.77,1.0,0.08,0.77,0.77,0.23,1.0,0.69,0.77,0.38,0.38,0.69,0.54,0.77,0.54,0.54,0.62,0.54,0.54,0.31,0.77
3618,0,9809,Oceania,Melanesia,Papua New Guinea,Ok Tedi R,Ok,-4.41,140.01,1.0,0.08,0.08,0.88,0.54,0.31,0.08,0.08,0.08,0.31,0.85,0.69,0.08,0.08,0.85,0.62,0.88,0.85,0.08,0.77,0.31,1.0,1.0,0.85,0.42,0.38,0.08,0.38,0.54,0.31,0.54,0.77,1.0,0.54,0.31,0.54,0.77
3619,0,9810,Oceania,Melanesia,Papua New Guinea,Ok Tedi R,Ok,-4.41,140.01,0.88,0.08,0.08,0.88,0.77,0.31,0.08,0.08,0.08,0.54,1.0,1.0,0.08,0.08,0.85,0.85,0.42,0.85,0.08,0.77,0.54,1.0,0.77,0.69,0.42,0.08,0.08,0.38,0.54,0.54,1.0,0.77,0.62,0.31,0.31,0.54,0.77
3620,0,75,Oceania,Melanesia,Papua New Guinea,Oro Prov,Orokaiva,-9.44,147.18,0.62,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,1.0,0.85,0.54,0.85,0.69,0.54,0.77,0.08,0.77,0.38,0.77,0.38,1.0,0.38,0.54,0.54,1.0,0.31,0.46,0.77,0.77,0.54,0.77
3621,0,881,Oceania,Melanesia,Papua New Guinea,Oro Prov,Orokaiva,-9.44,147.18,0.62,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.08,0.85,0.54,0.85,0.08,0.31,0.77,0.08,0.77,0.38,0.54,0.69,1.0,0.38,0.54,0.54,1.0,0.54,0.77,0.77,0.77,0.54,0.54
3622,0,9373,Oceania,Melanesia,Papua New Guinea,Oro Prov,Orokaiva,-8.67,148.41,0.62,0.08,0.08,0.54,1.0,0.77,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.85,0.77,0.85,0.08,0.31,0.77,0.08,1.0,0.38,0.77,1.0,0.08,1.0,0.54,0.77,1.0,0.54,0.62,0.54,0.77,0.31,0.77
3623,0,41,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-8.81,146.53,0.46,0.15,0.15,0.54,0.31,0.54,0.31,0.08,0.08,0.08,0.85,0.23,0.23,0.08,0.69,0.85,0.31,1.0,0.08,0.31,0.77,0.08,0.54,0.69,0.77,1.0,1.0,0.38,1.0,0.08,1.0,0.77,0.23,0.08,0.31,0.77,0.77
3624,0,42,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-9.44,147.18,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.85,0.08,0.23,0.08,0.69,0.46,0.31,0.62,0.08,0.31,0.54,0.08,0.77,0.38,0.31,1.0,1.0,0.69,1.0,0.31,1.0,0.54,0.62,0.54,0.77,0.77,0.31
3625,0,1813,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-6.54,143.29,0.85,0.08,0.08,0.54,1.0,0.31,0.08,0.08,0.08,0.54,1.0,0.38,0.08,0.08,0.85,0.85,0.54,1.0,0.08,0.77,0.31,0.08,0.31,0.08,0.31,0.08,1.0,0.38,0.54,0.54,0.54,0.77,0.77,0.77,0.77,1.0,0.54
3626,0,1814,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-6.54,143.29,0.85,0.23,0.46,1.0,0.77,1.0,0.54,1.0,0.77,0.08,0.85,0.23,0.46,0.23,0.69,0.77,0.08,1.0,0.08,0.31,0.54,0.77,0.54,0.38,0.31,0.69,1.0,0.69,0.54,0.08,0.54,0.54,0.62,0.31,0.31,0.54,0.31
3627,0,1887,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-6.54,143.29,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.08,0.77,0.42,1.0,0.08,0.31,0.31,0.08,0.54,0.38,0.31,0.08,1.0,0.38,0.54,0.31,1.0,0.54,0.46,0.31,0.31,0.54,0.54
3628,0,1888,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-6.54,143.29,0.85,0.92,0.69,1.0,1.0,1.0,0.54,1.0,1.0,0.77,0.69,0.23,0.69,0.23,0.69,0.92,0.77,0.85,0.08,0.31,0.77,0.23,1.0,0.69,0.54,1.0,1.0,0.69,1.0,0.77,1.0,0.54,0.62,0.31,0.31,0.54,0.54
3629,0,1889,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-6.54,143.29,0.92,0.62,0.15,1.0,0.77,1.0,0.31,0.08,0.08,0.54,0.85,1.0,0.85,0.08,0.69,0.46,0.42,0.23,0.85,1.0,0.54,1.0,1.0,0.69,0.77,1.0,1.0,0.69,0.54,0.54,0.54,1.0,0.46,0.31,0.54,0.54,0.54
3630,0,1890,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-6.54,143.29,0.46,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,0.31,0.85,1.0,0.08,0.08,0.69,0.23,0.42,0.08,0.85,1.0,0.54,1.0,0.77,0.69,0.54,1.0,1.0,0.69,0.54,0.31,0.08,1.0,0.46,0.31,0.31,0.54,0.31
3631,0,1891,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-6.54,143.29,0.62,0.92,0.46,0.77,0.77,0.77,0.54,1.0,0.77,0.54,1.0,0.23,1.0,0.08,0.69,0.85,0.42,1.0,0.08,0.31,0.54,0.08,0.77,0.38,0.31,0.08,0.08,0.38,0.54,0.54,1.0,0.54,0.46,0.31,0.31,0.54,0.54
3632,0,1892,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-6.54,143.29,0.38,0.08,0.08,1.0,1.0,0.77,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.85,0.31,1.0,0.08,0.31,0.77,0.23,1.0,0.38,0.31,0.38,1.0,0.69,0.54,0.31,1.0,0.77,0.62,0.54,0.54,0.77,0.54
3633,0,1893,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-6.54,143.29,0.46,0.23,0.46,1.0,1.0,0.77,0.54,1.0,0.54,0.31,0.85,0.23,0.23,0.23,0.69,0.77,0.42,1.0,0.08,0.31,0.77,0.23,1.0,0.38,0.31,1.0,1.0,0.69,1.0,0.31,1.0,0.77,0.77,0.54,0.77,0.77,0.54
3634,0,1894,Oceania,Melanesia,Papua New Guinea,Port Moresby,Motu,-6.54,143.29,0.46,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.85,0.85,0.08,1.0,0.31,0.08,0.54,0.23,1.0,0.38,0.54,0.38,1.0,0.38,1.0,0.31,1.0,0.54,0.62,0.31,0.31,0.77,0.54
3635,0,45,Oceania,Melanesia,Papua New Guinea,"Rigo Dist, Central Prov",Rigo,-9.79,147.82,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.08,0.46,0.08,0.46,0.08,1.0,0.77,0.08,0.85,0.08,0.31,0.77,0.08,0.77,0.38,0.54,0.69,0.69,0.38,1.0,0.08,1.0,0.54,0.23,0.08,0.08,0.77,0.54
3636,0,9643,Oceania,Melanesia,Papua New Guinea,S Papuan Coast,Buzi,-9.87,142.58,0.46,0.23,0.38,0.54,0.54,0.77,0.54,0.77,0.77,0.77,0.85,0.23,0.23,0.23,0.69,0.92,0.31,1.0,0.08,0.54,0.54,0.08,1.0,0.38,0.77,1.0,1.0,0.69,0.54,0.77,1.0,0.54,0.62,0.77,0.77,0.31,0.77
3637,0,9644,Oceania,Melanesia,Papua New Guinea,S Papuan Coast,Buzi,-9.87,142.58,0.46,0.23,0.46,0.54,0.77,0.77,0.54,0.54,0.77,0.77,0.85,0.23,0.23,0.23,0.85,0.92,0.54,1.0,0.31,0.31,0.77,0.08,1.0,0.69,0.77,1.0,1.0,1.0,1.0,0.77,1.0,0.31,0.46,0.54,0.54,0.31,0.77
3638,0,9645,Oceania,Melanesia,Papua New Guinea,S Papuan Coast,Buzi,-9.87,142.58,0.46,0.23,0.46,0.54,0.77,0.77,1.0,0.77,0.77,0.77,0.46,0.23,0.23,0.23,0.0,0.92,0.08,0.08,0.31,0.54,0.77,0.08,1.0,0.38,0.77,1.0,1.0,0.69,1.0,0.77,0.0,0.31,0.62,0.77,0.77,0.31,0.77
3639,0,9646,Oceania,Melanesia,Papua New Guinea,S Papuan Coast,Buzi,-9.87,142.58,0.46,0.23,0.46,0.54,0.77,0.77,0.54,0.54,0.54,0.77,0.85,0.23,0.23,0.23,0.85,0.85,0.54,1.0,0.31,0.54,0.77,0.08,1.0,0.69,0.77,1.0,1.0,0.69,0.54,0.77,1.0,0.54,0.62,0.77,0.54,0.31,0.77
3640,0,9660,Oceania,Melanesia,Papua New Guinea,S Papuan Coast,Buzi,-9.87,142.58,0.92,0.23,0.46,0.54,0.77,0.77,0.54,0.54,0.54,1.0,0.46,0.23,0.85,0.23,0.85,0.92,0.31,0.85,0.08,0.31,0.77,0.08,1.0,0.69,0.77,1.0,1.0,0.69,1.0,1.0,1.0,0.42,0.62,0.54,0.77,0.31,0.77
3641,0,9661,Oceania,Melanesia,Papua New Guinea,S Papuan Coast,Buzi,-9.87,142.58,0.38,0.62,0.15,0.54,0.77,0.77,0.31,0.08,0.08,0.77,0.85,0.23,0.23,0.08,0.69,0.85,0.54,1.0,0.69,0.54,0.54,0.08,1.0,0.38,0.77,1.0,1.0,0.69,0.54,0.77,1.0,1.0,0.62,0.31,0.31,0.31,0.77
3642,0,9662,Oceania,Melanesia,Papua New Guinea,S Papuan Coast,Buzi,-9.87,142.58,0.46,0.15,0.15,1.0,0.54,0.77,0.31,0.08,0.08,1.0,0.85,0.23,0.23,0.08,0.69,0.85,0.88,0.85,0.69,0.31,0.77,0.46,1.0,0.85,0.77,1.0,0.69,1.0,0.54,1.0,1.0,0.54,0.46,0.54,0.77,0.31,0.54
3643,0,9663,Oceania,Melanesia,Papua New Guinea,S Papuan Coast,Buzi,-9.87,142.58,0.38,0.15,0.15,0.54,0.77,0.54,0.31,0.08,0.08,0.54,0.85,0.23,0.23,0.08,0.85,0.85,0.0,1.0,0.08,0.31,0.54,0.08,1.0,0.69,0.31,1.0,1.0,1.0,1.0,0.54,1.0,0.77,0.62,0.31,0.31,0.77,0.31
3644,0,9664,Oceania,Melanesia,Papua New Guinea,S Papuan Coast,Buzi,-9.87,142.58,0.92,0.62,0.15,1.0,0.77,0.54,0.31,0.08,0.08,0.77,0.85,1.0,0.23,0.08,0.85,0.85,0.31,1.0,0.08,0.54,0.54,1.0,0.77,0.69,0.54,1.0,1.0,0.69,0.54,0.77,1.0,0.77,0.62,0.54,0.54,0.31,0.77
3645,0,9665,Oceania,Melanesia,Papua New Guinea,S Papuan Coast,Buzi,-9.87,142.58,0.92,0.23,0.46,1.0,0.77,0.77,0.54,1.0,0.77,1.0,0.85,0.23,0.23,0.23,0.69,0.92,0.54,1.0,1.0,0.54,0.77,1.0,1.0,0.69,0.77,1.0,1.0,1.0,0.54,1.0,1.0,0.31,0.62,0.77,0.54,0.31,0.77
3646,0,891,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Aitape,-3.15,142.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.85,0.08,0.31,0.77,0.08,0.54,0.23,0.31,0.38,1.0,0.69,0.54,0.54,1.0,0.77,0.62,0.54,0.54,1.0,1.0
3647,0,4394,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Biami,-3.71,141.68,0.65,0.08,0.08,1.0,0.77,1.0,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.38,1.0,0.62,0.69,0.54,0.77,0.62,1.0,0.85,0.77,0.38,0.08,0.38,0.54,0.77,1.0,0.54,0.46,0.54,0.77,0.54,0.77
3648,0,9958,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Biami,-3.71,141.68,0.62,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,1.0,0.46,0.23,0.08,0.08,0.85,0.85,1.0,1.0,0.08,0.31,0.54,0.08,1.0,0.85,0.54,0.69,0.08,0.69,0.54,1.0,0.54,0.77,0.62,0.54,0.77,0.54,0.77
3649,0,9959,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Biami,-3.71,141.68,0.92,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.77,1.0,1.0,0.08,0.08,0.69,1.0,1.0,1.0,0.19,0.77,0.77,0.62,1.0,0.85,0.42,1.0,1.0,1.0,1.0,0.77,1.0,0.77,0.46,0.31,0.31,0.31,0.77
3650,0,9960,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Biami,-3.71,141.68,0.77,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,1.0,0.85,0.23,0.08,0.08,0.69,0.38,1.0,0.62,0.69,0.54,0.77,0.62,1.0,0.69,0.77,0.69,0.08,0.38,0.54,1.0,1.0,0.77,0.62,0.31,0.77,0.31,0.77
3651,0,9961,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Biami,-3.71,141.68,0.77,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.77,1.0,1.0,0.08,0.08,0.69,0.38,1.0,0.62,0.69,0.77,0.77,0.23,1.0,0.38,0.77,0.08,0.08,0.69,0.54,0.77,0.54,0.77,1.0,0.31,0.54,0.77,0.77
3652,0,9962,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Biami,-3.71,141.68,0.77,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.85,0.46,1.0,0.38,0.69,0.54,0.77,0.62,1.0,0.69,0.31,0.69,0.08,0.69,0.54,0.77,1.0,0.77,0.62,0.54,0.77,0.77,0.77
3653,0,9963,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Biami,-3.71,141.68,0.85,0.08,0.08,0.88,0.77,0.77,0.08,0.08,0.08,1.0,1.0,1.0,0.08,0.08,0.69,0.69,0.88,0.92,0.85,0.77,0.54,1.0,1.0,1.0,1.0,1.0,0.08,0.69,0.54,1.0,0.54,0.31,0.81,0.54,0.54,0.31,0.31
3654,0,9964,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Biami,-3.71,141.68,0.62,0.62,0.54,0.54,0.77,0.77,0.77,0.31,0.31,0.77,0.85,0.23,0.23,0.08,0.85,0.46,0.77,0.46,0.08,0.31,0.54,0.08,1.0,0.85,0.54,1.0,1.0,1.0,1.0,0.77,1.0,0.77,0.62,0.77,0.77,0.77,0.77
3655,0,9965,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Biami,-3.71,141.68,0.62,0.62,0.54,0.54,0.77,0.77,0.77,0.54,0.08,0.77,0.85,0.23,0.23,0.23,0.69,0.69,0.77,1.0,0.08,0.31,0.31,0.08,1.0,0.85,0.54,1.0,0.69,1.0,0.54,0.77,1.0,0.77,0.62,0.77,0.77,0.77,0.77
