,Unnamed: 0,song_id,Preferred_name,society_id,line_1,line_2,line_3,line_4,line_5,line_6,line_7,line_8,line_9,line_10,line_11,line_12,line_13,line_14,line_15,line_16,line_17,line_18,line_19,line_20,line_21,line_22,line_23,line_24,line_25,line_26,line_27,line_28,line_29,line_30,line_31,line_32,line_33,line_34,line_35,line_36,line_37,orv_1,orv_2,ensemble_value_id,ensemble_value_label,instrument_value_id,instrument_value_label
2264,2264,9956,Iatmul,16963,0.46,0.69,0.81,1.0,0.54,0.77,1.0,0.54,0.77,0.77,0.85,0.23,0.85,1.0,0.69,0.85,0.31,0.85,1.0,0.54,0.77,0.46,1.0,0.69,0.54,1.0,1.0,0.69,1.0,0.77,1.0,0.77,0.46,0.54,0.31,0.31,0.77,5.0,5.0,4.0,Some singers play instruments,3.0,2 kinds of instruments
2265,2265,3971,Iatmul,16963,0.42,0.62,0.85,0.88,0.54,0.31,1.0,1.0,0.54,1.0,1.0,0.08,0.23,0.38,0.69,0.92,1.0,1.0,0.69,0.31,0.08,0.62,1.0,0.85,0.08,0.38,0.38,1.0,1.0,1.0,1.0,0.42,0.46,0.31,0.08,0.77,1.0,2.0,2.0,,,1.0,No instruments
2266,2266,3978,Iatmul,16963,0.42,0.69,0.77,0.88,0.08,0.08,0.88,1.0,1.0,1.0,0.92,0.08,1.0,0.38,0.69,0.77,0.88,0.92,0.08,0.31,0.77,0.23,0.77,0.85,0.77,1.0,1.0,0.69,1.0,1.0,1.0,0.42,0.81,0.77,0.54,0.77,0.77,2.0,5.0,1.0,All singers play instruments,3.0,2 kinds of instruments
2267,2267,3974,Iatmul,16963,0.62,0.62,0.46,1.0,0.77,0.77,0.54,1.0,0.54,0.77,0.92,0.23,0.23,0.23,0.69,0.69,0.77,0.85,0.19,0.31,0.42,0.46,1.0,0.38,0.77,0.69,0.69,0.69,1.0,0.77,1.0,0.54,0.62,0.77,0.77,0.77,0.77,6.0,2.0,1.0,All singers play instruments,1.0,No instruments
2268,2268,3976,Iatmul,16963,0.81,0.62,0.46,1.0,1.0,0.77,0.54,1.0,0.54,0.54,0.92,0.23,0.85,0.23,0.69,0.54,0.77,0.85,0.08,0.31,0.54,0.46,1.0,0.69,1.0,0.38,0.69,0.69,1.0,0.54,0.54,0.42,0.62,0.54,0.54,0.08,0.77,7.0,2.0,1.0,All singers play instruments,1.0,No instruments
2269,2269,30482,Ibaloi,17106,0.38,0.62,0.15,0.54,0.54,0.77,0.31,0.08,0.08,0.08,0.46,0.23,0.46,0.08,0.69,0.62,0.54,1.0,0.08,0.54,0.77,0.08,0.77,0.38,0.54,0.69,0.69,0.69,0.54,0.08,1.0,0.54,0.23,0.31,0.54,0.77,0.54,2.0,1.0,,,,
2270,2270,30486,Ibaloi,17106,0.38,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.08,0.46,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.31,0.77,0.08,0.77,0.38,0.31,0.69,1.0,0.69,0.54,0.08,1.0,0.54,0.23,0.77,0.77,0.77,0.54,2.0,1.0,,,,
2271,2271,30662,Ibaloi,17106,0.38,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.31,0.46,0.23,0.08,0.08,0.69,0.85,0.31,1.0,0.08,0.31,0.54,0.08,0.77,0.69,0.54,1.0,1.0,1.0,1.0,0.31,1.0,0.54,0.23,0.31,0.54,0.54,0.54,2.0,1.0,,,,
2272,2272,30483,Ibaloi,17106,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.08,1.0,0.23,0.08,0.08,0.69,0.85,0.31,1.0,0.08,0.54,0.54,0.08,0.77,0.23,0.31,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2273,2273,30484,Ibaloi,17106,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.08,1.0,0.23,0.08,0.08,0.69,0.92,0.31,1.0,0.08,0.54,0.54,0.08,0.77,0.23,0.31,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.23,0.54,0.31,0.77,1.0,2.0,1.0,,,,
2274,2274,30531,Ibaloi,17106,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.08,0.92,1.0,1.0,0.08,0.31,0.54,0.08,1.0,0.85,0.31,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.23,0.54,0.77,0.54,0.54,2.0,1.0,,,,
2275,2275,30657,Ibaloi,17106,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,1.0,0.23,0.08,0.08,0.69,0.08,0.31,0.38,0.08,0.77,0.54,0.08,1.0,0.23,0.54,0.08,1.0,0.69,0.54,0.54,1.0,0.54,0.23,0.31,0.54,1.0,0.77,2.0,1.0,,,,
2276,2276,30659,Ibaloi,17106,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.77,0.69,0.23,0.08,0.08,0.08,0.92,0.77,1.0,0.08,0.31,0.54,0.08,1.0,0.38,0.54,1.0,1.0,1.0,1.0,0.77,1.0,0.54,0.23,0.31,0.54,0.54,0.54,2.0,1.0,,,,
2277,2277,30660,Ibaloi,17106,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.69,0.54,0.54,0.08,1.0,0.38,0.54,0.69,1.0,1.0,1.0,0.54,1.0,0.54,0.23,0.31,0.54,0.54,0.54,2.0,1.0,,,,
2278,2278,30661,Ibaloi,17106,0.46,0.08,0.08,1.0,0.54,0.31,0.08,0.08,0.08,1.0,1.0,0.23,0.08,0.08,0.69,0.46,0.31,0.38,0.31,0.77,0.77,0.46,0.77,0.23,0.31,0.08,1.0,0.69,0.08,1.0,1.0,0.54,0.23,0.31,0.54,1.0,1.0,2.0,1.0,,,,
2279,2279,30481,Ibaloi,17106,0.62,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.31,1.0,0.23,0.08,0.08,0.69,0.38,0.54,0.38,0.31,0.31,0.54,0.08,1.0,0.23,0.54,0.08,1.0,0.38,0.54,0.31,1.0,0.65,0.23,0.31,0.54,1.0,1.0,2.0,1.0,,,,
2280,2280,30485,Ibaloi,17106,0.62,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.31,1.0,0.23,0.08,0.08,0.69,0.38,0.54,0.38,0.08,0.31,0.54,0.08,1.0,0.23,0.31,0.08,1.0,0.08,0.54,0.31,1.0,0.65,0.23,0.31,0.54,1.0,1.0,2.0,1.0,,,,
2281,2281,30532,Ibaloi,17106,0.62,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.77,1.0,0.31,0.54,0.54,0.08,0.77,0.69,0.31,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.23,0.54,0.77,0.54,0.54,2.0,1.0,,,,
2282,2282,30656,Ibaloi,17106,0.62,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.31,1.0,0.23,0.08,0.08,0.69,0.38,0.54,0.38,0.31,0.31,0.54,0.08,1.0,0.23,0.54,0.08,1.0,0.38,0.54,0.31,1.0,0.65,0.23,0.31,0.54,1.0,0.77,2.0,1.0,,,,
2283,2283,30658,Ibaloi,17106,0.62,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.31,1.0,0.23,0.08,0.08,0.69,0.38,0.54,0.38,0.31,0.31,0.54,0.08,1.0,0.23,0.31,0.08,1.0,0.69,0.54,0.31,1.0,0.65,0.23,0.31,0.54,1.0,0.77,2.0,1.0,,,,
2284,2284,30663,Ibaloi,17106,0.62,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.31,0.54,0.54,0.08,0.77,0.69,0.54,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.23,0.31,0.54,0.54,0.54,2.0,1.0,,,,
2285,2285,2323,Iban,16974,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,1.0,0.77,0.42,1.0,0.08,0.31,0.31,0.08,0.31,0.23,0.08,0.08,1.0,0.69,0.54,0.08,0.08,0.77,0.23,0.31,1.0,1.0,0.31,1.0,0.0,,,,
2286,2286,2325,Iban,16974,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.08,0.77,0.08,1.0,0.08,0.31,0.08,0.31,0.23,0.31,0.08,1.0,0.69,0.54,0.08,0.08,0.77,0.23,0.08,0.08,0.77,0.08,1.0,0.0,,,,
2287,2287,2326,Iban,16974,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.77,0.08,1.0,0.08,0.54,0.31,0.08,0.08,0.08,0.31,0.08,1.0,0.69,0.54,0.08,0.08,0.77,0.23,0.31,0.42,0.77,0.08,1.0,0.0,,,,
2288,2288,2327,Iban,16974,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.15,0.42,0.08,0.08,0.31,0.54,0.08,0.54,0.38,0.31,0.08,1.0,0.69,0.54,0.08,0.54,0.77,0.23,0.31,0.08,0.77,0.08,1.0,0.0,,,,
2289,2289,2329,Iban,16974,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.08,0.42,0.08,0.69,0.31,0.31,0.08,0.08,0.23,0.54,0.08,1.0,0.38,0.08,0.08,0.08,0.54,0.23,0.31,0.31,0.77,0.08,1.0,0.0,,,,
2290,2290,2330,Iban,16974,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.77,0.08,1.0,0.08,0.31,0.31,0.08,0.77,0.23,0.31,0.08,1.0,0.08,0.54,0.08,0.08,0.54,0.23,0.08,0.54,0.54,0.08,1.0,0.0,,,,
2291,2291,2331,Iban,16974,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.08,0.31,0.08,0.08,0.54,0.31,0.08,0.54,0.23,0.54,0.08,1.0,0.08,0.54,0.08,0.08,0.54,0.23,0.08,0.77,0.54,0.08,1.0,0.0,,,,
2292,2292,2324,Iban,16974,0.62,0.23,0.46,0.54,0.77,0.77,0.54,1.0,0.54,0.54,0.46,0.23,0.23,0.23,0.69,0.54,0.77,1.0,0.08,0.31,0.54,0.08,0.54,0.69,0.31,1.0,1.0,0.38,0.54,0.54,0.08,0.77,0.23,0.08,0.31,0.77,0.08,4.0,4.0,1.0,All singers play instruments,1.0,No instruments
2293,2293,2328,Iban,16974,0.62,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.08,1.0,0.23,0.08,0.08,0.69,0.08,0.31,1.0,0.08,0.31,0.54,0.08,0.77,0.08,0.31,0.08,1.0,0.08,0.08,0.08,0.54,0.77,0.23,0.08,0.42,0.77,0.08,3.0,0.0,,,,
2294,2294,2332,Iban,16974,0.62,0.23,0.46,0.54,0.54,0.77,0.54,1.0,0.54,0.08,0.46,0.23,0.23,0.23,0.69,0.38,0.77,0.85,0.08,0.31,0.54,0.08,0.54,0.38,0.54,1.0,1.0,0.69,1.0,0.08,0.08,0.54,0.23,0.31,0.31,0.77,0.31,4.0,4.0,1.0,All singers play instruments,1.0,No instruments
2295,2295,663,Ibiza,17414,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.08,0.85,0.08,0.85,0.08,0.69,0.77,0.31,1.0,0.69,0.31,0.31,0.08,0.31,0.23,0.77,0.08,0.08,0.38,0.54,0.08,0.08,0.31,1.0,0.08,0.31,0.31,0.31,1.0,1.0,,,1.0,No instruments
2296,2296,78,Ifaluk,17029,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,0.85,0.08,0.08,0.08,0.69,0.85,0.08,0.08,0.69,0.31,0.54,0.08,0.77,0.23,0.31,0.08,1.0,0.38,1.0,0.08,1.0,0.77,0.46,0.77,0.77,0.54,0.31,1.0,0.0,,,,
2297,2297,79,Ifaluk,17029,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,0.85,0.08,0.08,0.08,0.69,0.31,0.08,1.0,0.31,0.31,0.54,0.08,0.77,0.23,0.54,0.38,1.0,0.38,1.0,0.08,1.0,0.77,0.46,0.77,0.77,0.54,0.31,1.0,0.0,,,,
2298,2298,81,Ifaluk,17029,0.46,0.08,0.08,1.0,0.31,0.54,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.62,0.08,1.0,1.0,0.31,0.54,0.23,0.77,0.23,0.54,0.69,1.0,0.38,1.0,0.08,1.0,0.77,0.46,0.31,0.54,0.54,0.31,5.0,0.0,,,,
2299,2299,80,Ifaluk,17029,0.62,0.08,0.08,1.0,0.31,0.54,0.08,0.08,0.08,0.08,0.69,0.23,0.08,0.08,0.69,0.85,1.0,1.0,1.0,0.08,0.54,0.46,1.0,0.69,0.77,0.69,1.0,0.38,1.0,0.08,1.0,0.77,0.62,0.77,0.54,0.31,0.31,5.0,0.0,,,,
2300,2300,30494,Ifugao,17062,0.38,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,0.85,0.38,0.08,0.08,0.69,0.92,0.31,1.0,0.08,0.31,0.31,0.62,0.31,0.69,0.31,0.69,1.0,0.69,0.54,0.08,0.54,0.54,0.23,0.54,0.54,0.77,0.54,2.0,1.0,,,,
2301,2301,30495,Ifugao,17062,0.38,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.38,0.31,0.23,0.08,0.54,0.31,0.62,0.08,0.38,0.31,0.08,1.0,0.69,0.08,0.08,1.0,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2302,2302,30505,Ifugao,17062,0.38,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.38,0.31,0.62,0.69,0.31,0.54,0.62,0.31,0.38,0.31,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2303,2303,30506,Ifugao,17062,0.38,0.62,0.92,0.88,0.31,0.31,1.0,0.54,0.77,0.08,1.0,0.38,0.46,1.0,0.69,0.38,0.31,0.62,0.69,0.31,0.54,0.62,0.31,0.38,0.31,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2304,2304,30487,Ifugao,17062,0.46,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.54,0.77,1.0,0.69,0.31,0.54,0.62,0.77,0.23,0.31,0.08,1.0,0.38,0.54,0.08,1.0,0.54,0.08,0.08,0.31,0.77,0.77,2.0,1.0,,,,
2305,2305,30489,Ifugao,17062,0.46,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.08,1.0,0.23,0.08,0.08,0.69,0.54,0.77,1.0,0.85,0.31,0.54,0.08,0.77,0.38,0.31,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.08,0.31,0.31,0.54,0.77,2.0,1.0,,,,
2306,2306,30492,Ifugao,17062,0.46,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.85,0.08,1.0,0.08,0.54,0.54,0.62,0.31,0.23,0.31,0.08,1.0,0.38,0.54,0.08,1.0,0.54,0.23,0.54,0.54,1.0,1.0,2.0,1.0,,,,
2307,2307,30497,Ifugao,17062,0.46,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.15,0.31,0.08,0.08,0.31,0.31,0.08,0.31,0.23,0.31,0.08,1.0,0.69,0.54,0.08,0.54,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2308,2308,30502,Ifugao,17062,0.46,0.62,0.15,0.77,0.31,0.31,0.31,0.08,0.08,0.08,0.85,0.38,0.23,0.08,0.69,0.85,0.77,1.0,0.69,0.31,0.31,0.08,0.54,0.69,0.31,0.69,0.38,0.69,0.54,0.08,1.0,0.54,0.23,0.31,0.54,0.77,0.54,2.0,1.0,,,,
2309,2309,30504,Ifugao,17062,0.46,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.15,0.31,0.08,0.08,0.31,0.54,0.62,0.31,0.38,0.31,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2310,2310,30519,Ifugao,17062,0.46,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.85,0.31,0.85,0.69,0.54,0.54,0.62,0.77,0.38,0.31,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.23,0.77,0.31,0.77,0.77,2.0,1.0,,,,
2311,2311,30520,Ifugao,17062,0.46,0.62,0.92,0.88,0.31,0.31,1.0,0.54,0.77,0.08,1.0,0.38,0.46,1.0,0.69,0.92,0.31,1.0,0.08,0.31,0.54,0.62,0.31,0.38,0.31,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.23,0.31,0.54,0.77,0.77,2.0,1.0,,,,
2312,2312,30491,Ifugao,17062,0.54,0.08,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.08,0.31,0.08,0.08,0.31,0.08,0.08,1.0,0.69,0.31,0.08,1.0,1.0,1.0,0.08,1.0,0.54,0.23,0.54,0.77,0.77,0.54,2.0,1.0,,,,
2313,2313,30498,Ifugao,17062,0.54,0.08,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.08,0.31,0.08,0.08,0.31,0.08,0.08,1.0,0.69,0.31,0.08,1.0,1.0,1.0,0.08,1.0,0.54,0.23,0.54,0.77,0.54,0.54,2.0,1.0,,,,
2314,2314,30503,Ifugao,17062,0.54,0.08,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.08,0.31,0.08,0.08,0.31,0.08,0.08,1.0,0.69,0.31,0.08,1.0,1.0,1.0,0.08,1.0,0.54,0.23,0.54,0.77,0.77,0.54,2.0,1.0,,,,
2315,2315,30511,Ifugao,17062,0.54,0.62,0.46,0.08,0.31,0.08,0.77,0.77,0.77,0.54,0.62,0.08,0.23,0.23,0.69,0.54,0.77,0.54,0.69,0.77,0.54,0.08,1.0,0.69,0.77,0.54,0.69,1.0,1.0,0.54,1.0,0.54,0.23,0.54,0.31,0.31,1.0,2.0,1.0,,,,
2316,2316,30512,Ifugao,17062,0.54,0.62,0.46,0.08,0.31,0.08,0.31,0.77,0.77,0.08,1.0,0.08,0.23,0.23,0.69,0.08,0.54,0.08,0.38,0.54,0.31,0.08,0.77,0.62,0.54,1.0,0.69,1.0,0.77,0.08,1.0,0.54,0.23,0.31,0.31,0.54,0.54,2.0,1.0,,,,
2317,2317,30517,Ifugao,17062,0.54,0.08,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.08,0.31,0.08,0.08,0.31,0.08,0.08,1.0,0.69,0.31,0.08,1.0,1.0,1.0,0.08,1.0,0.54,0.23,0.54,0.77,0.77,0.54,2.0,1.0,,,,
2318,2318,30488,Ifugao,17062,0.62,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.54,0.77,1.0,0.08,0.31,0.54,0.62,0.31,0.23,0.31,0.08,1.0,0.38,0.54,0.08,1.0,0.77,0.23,0.54,0.54,1.0,1.0,2.0,1.0,,,,
2319,2319,30490,Ifugao,17062,0.62,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.54,0.54,1.0,0.31,0.54,0.54,0.62,0.08,0.23,0.31,0.08,1.0,0.38,0.54,0.08,0.54,0.54,0.23,0.54,0.54,1.0,0.77,2.0,1.0,,,,
2320,2320,30501,Ifugao,17062,0.62,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,0.85,0.38,0.08,0.08,0.69,0.77,0.31,1.0,0.08,0.31,0.54,0.62,0.54,0.85,0.54,0.69,1.0,0.69,0.54,0.08,0.54,0.54,0.23,0.31,1.0,0.54,0.54,2.0,1.0,,,,
2321,2321,30513,Ifugao,17062,0.62,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.15,0.31,0.08,0.08,0.31,0.54,0.62,0.31,0.38,0.31,0.08,1.0,0.38,0.54,0.08,1.0,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2322,2322,30514,Ifugao,17062,0.62,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.46,0.54,0.62,0.69,0.54,0.54,0.08,1.0,0.38,0.31,0.69,1.0,1.0,1.0,0.08,1.0,0.54,0.23,0.77,0.54,0.77,0.54,2.0,1.0,,,,
2323,2323,30515,Ifugao,17062,0.62,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.08,0.77,0.08,0.08,0.31,0.54,0.08,0.54,0.38,0.31,0.08,1.0,0.38,0.54,0.08,1.0,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2324,2324,30516,Ifugao,17062,0.62,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.08,0.31,0.08,0.08,0.31,0.31,0.62,0.31,0.38,0.31,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2325,2325,30493,Ifugao,17062,0.77,0.62,0.15,0.88,0.31,0.31,0.31,0.08,0.08,0.08,1.0,0.38,0.23,0.08,0.69,0.58,0.08,0.81,0.08,0.31,0.31,0.62,0.08,0.38,0.31,0.08,0.08,0.38,0.54,0.08,0.54,0.54,0.23,0.54,0.54,0.77,0.54,2.0,1.0,,,,
2326,2326,30496,Ifugao,17062,0.77,0.62,0.15,0.88,0.31,0.31,0.31,0.08,0.08,0.08,1.0,0.38,0.23,0.08,0.69,0.38,0.31,0.38,0.08,0.31,0.31,0.62,0.31,0.38,0.31,0.08,0.08,0.69,1.0,0.08,0.54,0.54,0.23,0.54,0.54,0.77,0.54,2.0,1.0,,,,
2327,2327,30500,Ifugao,17062,0.77,0.62,0.15,0.88,0.31,0.31,0.31,0.08,0.08,0.08,1.0,0.38,0.23,0.08,0.69,0.77,0.31,1.0,0.08,0.31,0.54,0.62,0.31,0.38,0.31,0.08,0.08,0.69,0.54,0.08,0.54,0.54,0.23,0.54,0.54,0.54,0.54,2.0,1.0,,,,
2328,2328,30507,Ifugao,17062,0.77,0.62,0.46,0.88,0.31,0.31,0.54,1.0,0.77,0.08,1.0,0.38,0.23,0.23,0.69,0.15,0.31,0.08,0.69,0.31,0.54,0.62,0.31,0.38,0.31,0.08,0.08,0.38,0.54,0.08,0.54,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2329,2329,30508,Ifugao,17062,0.77,0.62,0.46,0.88,0.31,0.31,0.54,1.0,0.77,0.08,1.0,0.38,0.23,0.23,0.69,0.15,0.31,0.08,0.08,0.31,0.54,0.62,0.31,0.38,0.31,0.08,0.08,0.38,0.54,0.08,0.54,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2330,2330,30509,Ifugao,17062,0.77,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.85,0.31,1.0,0.08,0.31,0.54,0.62,0.31,0.69,0.31,0.08,1.0,0.69,0.54,0.08,1.0,0.54,0.23,0.54,0.54,0.77,0.77,2.0,1.0,,,,
2331,2331,30518,Ifugao,17062,0.85,0.08,0.08,0.88,0.31,0.31,0.08,0.08,0.08,0.08,0.85,0.38,0.08,0.08,0.69,0.62,0.54,1.0,0.69,0.54,0.54,0.62,1.0,0.69,0.31,0.69,1.0,0.69,1.0,0.08,1.0,0.54,0.23,0.77,0.31,0.31,0.77,2.0,1.0,,,,
2332,2332,30510,Ifugao,17062,0.92,0.08,0.08,1.0,0.31,1.0,0.08,0.08,0.08,1.0,0.46,1.0,0.08,0.08,0.69,1.0,1.0,1.0,0.08,0.31,0.77,1.0,1.0,0.85,0.77,1.0,1.0,1.0,1.0,1.0,1.0,0.54,0.23,0.31,0.08,0.08,0.77,0.0,1.0,,,,
2333,2333,30499,Ifugao,17062,1.0,0.31,0.92,0.54,1.0,1.0,0.54,1.0,1.0,1.0,0.23,1.0,0.46,1.0,0.69,1.0,1.0,1.0,0.08,0.31,0.08,0.08,1.0,0.85,0.54,1.0,1.0,1.0,1.0,1.0,1.0,0.54,0.46,1.0,1.0,0.31,1.0,0.0,1.0,,,,
2334,2334,2196,Igbo,16996,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.69,0.08,0.54,0.08,0.08,0.54,0.54,0.08,1.0,0.69,0.54,0.08,1.0,0.69,0.54,0.31,0.54,0.77,0.23,0.31,0.08,0.54,0.54,1.0,0.0,,,,
2335,2335,2197,Igbo,16996,0.31,0.15,0.46,0.31,0.08,0.08,1.0,1.0,1.0,1.0,0.85,0.08,0.46,0.54,0.69,0.08,1.0,0.08,0.08,0.77,0.54,0.08,0.77,0.69,0.54,1.0,1.0,0.69,1.0,1.0,1.0,0.31,0.62,0.54,0.31,0.77,0.77,2.0,2.0,1.0,All singers play instruments,1.0,No instruments
2336,2336,2194,Igbo,16996,0.62,0.92,0.46,1.0,1.0,1.0,0.54,0.77,1.0,0.77,0.85,0.23,0.85,0.54,0.69,0.77,0.88,0.85,0.31,0.77,0.77,0.62,0.77,0.69,0.54,1.0,1.0,0.69,0.54,0.77,0.54,0.42,0.62,0.54,0.54,0.54,0.77,5.0,3.0,1.0,All singers play instruments,3.0,2 kinds of instruments
2337,2337,2195,Igbo,16996,0.69,0.15,0.46,1.0,1.0,1.0,0.54,0.77,1.0,0.54,0.46,0.23,0.85,0.54,0.69,0.31,0.88,0.62,0.19,0.54,0.54,0.62,1.0,0.69,0.77,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.62,0.54,0.54,0.54,0.77,5.0,3.0,1.0,All singers play instruments,3.0,2 kinds of instruments
2338,2338,26,Ilocano,17150,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.38,0.08,0.08,0.08,0.08,0.54,0.31,0.08,0.08,0.08,0.54,0.08,1.0,0.08,0.08,0.08,0.08,0.77,0.23,0.08,0.08,0.31,0.08,1.0,0.0,,,,
2339,2339,8007,Imereti,62464,0.15,0.0,1.0,0.31,0.08,0.08,1.0,0.0,0.77,0.31,0.46,0.08,1.0,0.85,0.69,0.38,0.88,0.62,0.69,0.54,0.54,0.08,0.54,0.85,0.54,0.69,1.0,0.69,0.54,0.31,0.08,0.42,0.62,0.54,0.31,0.31,0.31,1.0,8.0,2.0,Most singers play instruments,5.0,4 kinds of instruments
