"","soc_id.strat","xd_id.x","soc_id.canto","pref_name_for_society.x","Glottocode","SocialFactors_V33_code","line_23","line_4","line_22","Society_latitude","Society_longitude","Language_family","line23_col","stratification_col","line4_col","line22_col"
"762","Ac30","xd56",28172,"Plateau Tonga","tong1318","2",8192,128,2,-17.81,25.18,"Atlantic-Congo","#5E9AC4","#88C1CA","#88C1CA","#88C1CA"
"763",NA,NA,28183,NA,"vani1248",NA,1024,128,2,-2.69,141.26,"Sko","#C52B2F",NA,"#88C1CA","#88C1CA"
"764",NA,NA,28210,NA,"bilu1245",NA,8192,8192,8,-7.73,156.63,"Bilua (language isolate)","#5E9AC4",NA,"#C52B2F","#C52B2F"
"765",NA,NA,28227,NA,NA,NA,8192,16,2,10.95,-63.86,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"766",NA,NA,28238,NA,NA,NA,8192,8192,256,19.43,-96.38,"Indo-European","#5E9AC4",NA,"#C52B2F","#F6C3C3"
"767","Ej4","xd726",28271,"Annamese","viet1252","4",2,16,2,18.39,106.76,"Austroasiatic","#88C1CA","#F1635B","#F6C3C3","#88C1CA"
"768",NA,NA,28282,NA,"virg1240",NA,8192,16,2,18.34,-64.89,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"769","Ia10","xd733",28304,"Bunun","bunu1267",NA,8192,8192,1024,23.41,121.03,"Austronesian","#5E9AC4",NA,"#C52B2F","#5E9AC4"
"770",NA,NA,28315,NA,"yind1247",NA,8192,128,2,-21.54,117.01,"Pama-Nyungan","#5E9AC4",NA,"#88C1CA","#88C1CA"
"771","Ig7","xd859",28326,"Lakalai","naka1262","2",8192,8192,8,-5.62,150.89,"Austronesian","#5E9AC4","#88C1CA","#C52B2F","#C52B2F"
"772",NA,NA,28337,NA,"algo1256",NA,8192,16,2,44.95,-68.65,"Algic","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"773","Nd65","xd1202",28414,"Hualapai","wala1270","1",1024,128,2,35.63,-113.39,"Cochimi-Yuman","#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"774",NA,NA,28436,NA,"wels1247",NA,1024,16,2,52.01,-4.22,"Indo-European","#C52B2F",NA,"#F6C3C3","#88C1CA"
"775",NA,NA,28456,NA,"oloo1241",NA,8192,16,2,-3.71,141.68,"Nuclear Torricelli","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"776","Nh17","xd1267",28469,"Western Apache","west2615","1",8192,128,2,33.86,-110.12,"Athapaskan-Eyak-Tlingit","#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"777","Sc1","xd1335",28502,"Warao","wara1303","1",8192,16,2,7.51,-59.35,"Warao (language isolate)","#5E9AC4","#5E9AC4","#F6C3C3","#88C1CA"
"778",NA,NA,28507,NA,"weyt1237",NA,8192,8192,8,11.94,35.63,"Unattested","#5E9AC4",NA,"#C52B2F","#C52B2F"
"779","Nd6","xd1196",28524,"Washo","wash1253","1",8192,128,2,38.32,-119.64,"Washo (language isolate)","#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"780",NA,NA,28568,NA,"stan1290",NA,8192,2,2,48.85,2.35,"Indo-European","#5E9AC4",NA,"#F1635B","#88C1CA"
"781",NA,NA,28579,NA,"kair1263",NA,128,16,2,-3.55,143.63,"Austronesian","#F1635B",NA,"#F6C3C3","#88C1CA"
"782",NA,NA,28667,NA,"wint1259",NA,128,8192,8,39.72,-122.44,"Wintuan","#F1635B",NA,"#C52B2F","#C52B2F"
"783",NA,NA,28738,NA,"wola1242",NA,8192,8192,8192,6.33,37.75,"Ta-Ne-Omotic","#5E9AC4",NA,"#C52B2F",NA
"784","Cb2","xd469",28744,"Wolof","nucl1347","5",8192,16,2,15.25,-15.38,"Atlantic-Congo","#5E9AC4","#C52B2F","#F6C3C3","#88C1CA"
"785",NA,NA,28810,NA,"xhos1239",NA,8192,8192,1024,-31.04,28.08,"Atlantic-Congo","#5E9AC4",NA,"#C52B2F","#5E9AC4"
"786",NA,NA,28821,NA,"xhos1239",NA,8192,8192,2,-32.68,28.37,"Atlantic-Congo","#5E9AC4",NA,"#C52B2F","#88C1CA"
"787",NA,NA,28826,NA,"xibe1242",NA,128,16,2,43.59,81.01,"Tungusic","#F1635B",NA,"#F6C3C3","#88C1CA"
"788","Se4","xd1368",28843,"Yagua","yagu1244","1",8192,16,2,-2.83,-77.26,"Peba-Yagua","#5E9AC4","#5E9AC4","#F6C3C3","#88C1CA"
"789","Sg1","xd1383",28865,"Yahgan","yama1264","1",1024,16,2,-54.01,-68.51,"Yahgan (language isolate)","#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"790","Ec2","xd628",28898,"Yakut","yaku1245","3",128,16,2,61.71,133.98,"Turkic","#F1635B","#F6C3C3","#F6C3C3","#88C1CA"
"791",NA,NA,28914,NA,"yali1257",NA,8192,8192,1024,-4.47,139.39,"Nuclear Trans New Guinea","#5E9AC4",NA,"#C52B2F","#5E9AC4"
"792",NA,NA,28969,NA,"mien1243",NA,128,8192,1024,26.53,99.28,"Hmong-Mien","#F1635B",NA,"#C52B2F","#5E9AC4"
"793","If6","xd837",28975,"Yapese","yape1248","3",1024,128,2,9.56,138.12,"Austronesian","#C52B2F","#F6C3C3","#88C1CA","#88C1CA"
"794","Ni7","xd1292",28986,"Yaqui","yaqu1251","1",8192,16,2,29.94,-110.68,"Uto-Aztecan","#5E9AC4","#5E9AC4","#F6C3C3","#88C1CA"
"795","Sc2","xd1345",28997,"Pumé","pume1238","1",1024,128,2,7.11,-68.61,"Pumé (language isolate)","#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"796","Sc16","xd1342",29030,"Ye'kuana","maqu1238","1",1024,16,2,4.71,-64.39,"Cariban","#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"797",NA,NA,29085,NA,"gene1243",NA,1024,128,2,36.32,-119.72,"Yokutsan","#C52B2F",NA,"#88C1CA","#88C1CA"
"798",NA,NA,29107,NA,"yoru1245",NA,8192,8192,2,7.15,3.67,"Atlantic-Congo","#5E9AC4",NA,"#C52B2F","#88C1CA"
"799","Ng11","xd1246",29129,"Yuchi","yuch1247","1",1024,128,2,35.96,-95.04,"Yuchi (language isolate)","#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"800",NA,NA,29145,NA,"East Yugur: east2337; West Yugur: west2402",NA,128,16,2,39.05,99.31,"Turkic","#F1635B",NA,"#F6C3C3","#88C1CA"
"801",NA,NA,29151,NA,"yuka1259",NA,8192,16,2,65.39,151.32,"Yukaghir (language isolate)","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"802","Nb4","xd1101",29217,"Yurok","yuro1248","3",8192,16,2,41.33,-123.82,"Algic","#5E9AC4","#F6C3C3","#F6C3C3","#88C1CA"
"803",NA,NA,29228,NA,"zagh1240",NA,128,1024,2,17.48,23.46,"Saharan","#F1635B",NA,"#5E9AC4","#88C1CA"
"804",NA,NA,29239,NA,"zapo1436",NA,NA,NA,NA,17.09,-96.74,"Otomanguean",NA,NA,NA,NA
"805",NA,NA,29288,NA,"kink1238",NA,8192,16,2,36.06,136.22,"Japonic","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"806",NA,NA,29299,NA,"yong1274",NA,128,8192,1024,23.68,107.18,"Tai-Kadai","#F1635B",NA,"#C52B2F","#5E9AC4"
"807",NA,NA,29316,NA,"tzot1259",NA,8192,1024,2,16.75,-92.71,"Mayan","#5E9AC4",NA,"#5E9AC4","#88C1CA"
"808","Ab12","xd13",29360,"Zulu","zulu1248","3",8192,8192,256,-25.33,31.35,"Atlantic-Congo","#5E9AC4","#F6C3C3","#C52B2F","#F6C3C3"
"809","Nh4","xd1280",29371,"Zuni","zuni1245","1",1024,128,2,35.08,-108.76,"Zuni (language isolate)","#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"810",NA,NA,30001,NA,"sara1345",NA,8192,8192,8192,8.59,18.06,"Central Sudanic","#5E9AC4",NA,"#C52B2F",NA
"811","Ai22","xd351",30002,"Sara","sarr1246","2",8192,128,2,9.15,16.65,"Central Sudanic","#5E9AC4","#88C1CA","#88C1CA","#88C1CA"
"812",NA,NA,30003,NA,"kaba1281",NA,8192,8192,8192,7.7,17.1,"Central Sudanic","#5E9AC4",NA,"#C52B2F",NA
"813",NA,NA,30004,NA,"gorr1238",NA,128,16,2,8.08,17.07,"Central Sudanic","#F1635B",NA,"#F6C3C3","#88C1CA"
"814",NA,NA,30006,NA,"cent2044",NA,8192,8192,64,11.01,18.29,"Central Sudanic","#5E9AC4",NA,"#C52B2F","#F1635B"
"815",NA,NA,30009,NA,"bodo1270",NA,8192,128,2,5.95,15.26,"Atlantic-Congo","#5E9AC4",NA,"#88C1CA","#88C1CA"
"816",NA,NA,30011,NA,"nort3277",NA,8192,128,2,-4.41,35.23,"Nilotic","#5E9AC4",NA,"#88C1CA","#88C1CA"
"817",NA,NA,30013,NA,"kxoe1243",NA,8192,128,2,-21.52,26.02,"Khoe-Kwadi","#5E9AC4",NA,"#88C1CA","#88C1CA"
"818",NA,NA,30015,NA,"baka1271",NA,8192,8192,8192,2.16,13.78,"Atlantic-Congo","#5E9AC4",NA,"#C52B2F",NA
"819","Ca23","xd430",30016,"Bako","aari1239",NA,8192,8192,8192,5.95,36.57,"South Omotic","#5E9AC4",NA,"#C52B2F",NA
"820","Ca25","xd432",30016,"Shangama","aari1239",NA,8192,8192,8192,5.95,36.57,"South Omotic","#5E9AC4",NA,"#C52B2F",NA
"821","Ca26","xd433",30016,"Ubamer","aari1239",NA,8192,8192,8192,5.95,36.57,"South Omotic","#5E9AC4",NA,"#C52B2F",NA
"822",NA,NA,30019,NA,"rend1243",NA,8192,128,2,2.27,37.36,"Afro-Asiatic","#5E9AC4",NA,"#88C1CA","#88C1CA"
"823",NA,NA,30021,NA,"mala1537",NA,1024,8192,2,-22.52,43.39,"Austronesian","#C52B2F",NA,"#C52B2F","#88C1CA"
"824",NA,NA,30022,NA,"sika1262",NA,128,8192,8192,-8.67,122.39,"Austronesian","#F1635B",NA,"#C52B2F",NA
"825","Ai20","xd349",30024,"Tupuri","tupu1244",NA,8192,128,2,10.01,14.87,"Atlantic-Congo","#5E9AC4",NA,"#88C1CA","#88C1CA"
"826","Ai15","xd343",30025,"Mundang","mund1325",NA,8192,128,2,9.83,14.48,"Atlantic-Congo","#5E9AC4",NA,"#88C1CA","#88C1CA"
"827",NA,NA,30026,NA,"wuzl1236",NA,8192,8192,8192,10.96,14.14,"Afro-Asiatic","#5E9AC4",NA,"#C52B2F",NA
"828",NA,NA,30027,NA,"pato1243",NA,8192,16,2,10.69,-61.32,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"829",NA,NA,30029,NA,"newc1243",NA,8192,8192,8192,-21.03,167.24,"Austronesian","#5E9AC4",NA,"#C52B2F",NA
"830",NA,NA,30030,NA,"biso1243",NA,8192,8192,8192,-4.78,143.21,"Nuclear Trans New Guinea","#5E9AC4",NA,"#C52B2F",NA
"831",NA,NA,30031,NA,"kani1285",NA,8192,128,2,-4.33,143.25,"Sepik","#5E9AC4",NA,"#88C1CA","#88C1CA"
"832",NA,NA,30032,NA,"huli1244",NA,8192,8192,64,-5.97,142.96,"Nuclear Trans New Guinea","#5E9AC4",NA,"#C52B2F","#F1635B"
"833","Ia11","xd734",30034,"Puyuma","puyu1239",NA,8192,128,2,22.64,121.01,"Austronesian","#5E9AC4",NA,"#88C1CA","#88C1CA"
"834",NA,NA,30035,NA,"tika1246",NA,8192,8192,8192,5.87,11.61,"Atlantic-Congo","#5E9AC4",NA,"#C52B2F",NA
"835",NA,NA,30037,NA,"kara1486",NA,8192,128,2,-2.82,151.11,"Austronesian","#5E9AC4",NA,"#88C1CA","#88C1CA"
"836","Ig4","xd856",30038,"Lesu","nots1237","1",8192,128,2,-3.06,151.4,"Austronesian","#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"837",NA,NA,30039,NA,"nali1244",NA,1024,128,2,-2.94,151.33,"Austronesian","#C52B2F",NA,"#88C1CA","#88C1CA"
"838","Ie7","xd821",30040,"Enga","enga1252","1",8192,128,2,-5.46,143.69,"Nuclear Trans New Guinea","#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"839",NA,NA,30041,NA,"hali1244",NA,8192,8192,1024,-5.34,154.59,"Austronesian","#5E9AC4",NA,"#C52B2F","#5E9AC4"
