canto_coding_id,region,division,subregion,area_kingdom,culture,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
3553,North,India/ Bangladesh,Bay of Bengal,Bengal,Kanyapur,23.7,86.94,0.15,0.69,0.38,0.31,0.08,0.08,0.77,0.54,1.0,0.08,0.46,0.08,0.46,0.54,0.69,0.31,0.42,0.08,0.31,0.77,0.54,0.08,0.54,0.38,0.77,0.69,0.69,0.38,0.54,0.08,0.54,0.77,0.62,0.77,0.77,0.77,0.31
3554,North,India/ Bangladesh,Bay of Bengal,Bengal,Kanyapur,23.7,86.94,0.15,0.62,0.38,0.31,0.08,0.08,0.54,0.31,0.77,0.08,0.85,0.08,0.85,0.69,0.69,0.08,0.77,0.08,0.31,0.77,0.31,0.08,0.08,0.23,0.54,0.38,0.38,0.08,0.54,0.08,1.0,0.42,0.08,0.08,0.31,0.77,0.31
3555,North,India/ Bangladesh,Bay of Bengal,Bengal,Kanyapur,23.7,86.94,0.46,0.46,0.46,0.54,0.31,0.54,0.54,1.0,0.77,0.08,0.85,0.23,0.85,0.54,1.0,0.92,0.77,1.0,0.08,0.31,0.31,0.08,1.0,0.38,0.31,0.08,0.38,0.08,0.54,0.08,1.0,0.77,0.23,0.31,0.54,0.77,0.54
3556,North,India/ Bangladesh,Bay of Bengal,Bengal,Kanyapur,23.7,86.94,0.54,0.69,0.62,0.77,0.31,0.31,0.54,0.31,0.31,0.77,1.0,0.38,0.69,0.54,0.08,0.77,0.77,1.0,0.08,0.54,0.31,0.08,0.31,0.69,1.0,0.08,0.69,0.38,0.54,0.77,1.0,0.54,0.23,0.08,0.31,0.08,0.77
3557,North,India/ Bangladesh,Bay of Bengal,Bengal,Kanyapur,22.56,88.36,0.15,0.69,0.54,0.31,0.08,0.08,0.77,0.54,0.31,0.08,1.0,0.08,1.0,0.69,0.69,0.08,0.31,0.08,0.69,0.77,0.31,0.08,0.08,0.23,0.77,0.08,1.0,0.08,0.54,0.08,0.54,0.42,0.08,0.08,0.54,0.31,0.31
3763,North,Afghanistan/ Pakistan/ India,Indus Valley,"Punjab, India",Bhatra Sikh,18.94,81.9,0.15,0.23,0.38,0.31,0.08,0.08,1.0,0.77,0.77,0.31,0.23,0.08,0.46,0.85,0.69,0.31,0.54,0.85,0.31,0.77,0.54,0.08,0.31,0.85,0.77,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.0,0.0,0.0,0.42,0.77
3764,North,Afghanistan/ Pakistan/ India,Indus Valley,"Punjab, India",Bhatra Sikh,28.13,95.83,0.62,0.69,0.62,0.77,0.31,0.42,1.0,0.77,0.77,0.54,0.69,0.31,0.69,0.38,0.69,0.69,0.77,0.85,0.08,0.54,0.77,0.08,0.31,0.77,0.77,0.69,1.0,0.69,0.54,0.54,1.0,0.42,0.23,0.31,0.54,0.54,0.77
3765,North,Afghanistan/ Pakistan/ India,Indus Valley,"Punjab, India",Bhatra Sikh,19.24,82.02,0.38,0.15,0.46,0.54,0.54,0.77,0.54,0.77,0.77,0.31,0.69,0.23,0.69,0.54,0.69,0.46,0.54,0.62,0.31,0.54,0.54,0.08,0.54,0.69,0.54,1.0,1.0,0.38,0.54,0.31,1.0,0.54,0.62,0.54,0.54,0.54,0.54
3766,North,Afghanistan/ Pakistan/ India,Indus Valley,"Punjab, India",Bhatra Sikh,19.24,82.02,0.69,0.08,0.08,0.77,0.54,0.54,0.08,0.08,0.08,0.54,0.35,0.23,0.08,0.08,0.69,0.23,0.77,0.08,0.08,0.77,0.54,0.08,0.54,0.85,0.77,0.38,1.0,0.69,1.0,0.54,1.0,0.42,0.62,0.31,0.54,0.31,0.77
3767,North,Afghanistan/ Pakistan/ India,Indus Valley,"Punjab, India",Bhatra Sikh,19.24,82.02,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,1.0,0.08,0.08,0.08,0.69,0.54,0.77,0.85,0.69,0.54,0.54,0.08,0.54,0.85,0.42,0.08,1.0,0.38,0.08,0.77,1.0,0.77,0.62,0.31,0.54,0.77,0.77
3768,North,Afghanistan/ Pakistan/ India,Indus Valley,"Punjab, India",Bhatra Sikh,19.24,82.02,0.38,0.08,0.08,0.54,0.0,0.54,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.92,0.77,0.85,0.08,0.31,0.54,0.08,0.77,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.54,0.62,0.54,0.0,0.54,0.54
3769,North,Afghanistan/ Pakistan/ India,Indus Valley,"Punjab, India",Bhatra Sikh,19.24,82.02,0.69,0.08,0.08,0.77,0.0,0.42,0.08,0.08,0.08,0.31,0.85,0.38,0.08,0.08,0.85,0.5,0.54,0.85,0.08,0.77,0.31,0.08,0.54,0.69,0.77,0.69,1.0,0.69,0.54,0.31,1.0,0.31,0.62,0.31,0.54,0.54,0.54
3770,North,Afghanistan/ Pakistan/ India,Indus Valley,"Punjab, India",Bhatra Sikh,19.24,82.02,0.46,0.08,0.08,0.77,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.08,0.77,0.77,0.23,0.31,0.31,0.54,0.08,0.31,0.85,0.77,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.54,0.77,0.54,0.54
3771,North,Afghanistan/ Pakistan/ India,Indus Valley,"Punjab, India",Bhatra Sikh,19.24,82.02,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,0.92,0.08,0.08,0.08,0.69,0.54,0.77,1.0,0.69,0.31,0.31,0.08,0.0,1.0,0.54,0.69,1.0,1.0,1.0,0.08,1.0,0.31,0.0,0.0,0.77,0.42,0.31
3818,North,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Uttarakhand,Garhwal,30.21,78.92,0.69,0.15,0.15,0.54,0.54,0.54,0.31,0.08,0.08,0.54,0.69,0.23,0.69,0.08,0.69,0.92,0.77,1.0,0.85,0.54,0.31,0.08,0.54,0.69,0.54,0.69,0.69,0.69,0.0,0.54,1.0,0.54,0.62,0.31,0.31,0.42,0.08
3819,North,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Uttarakhand,Garhwal,30.21,78.92,0.62,0.15,0.38,0.54,0.54,0.54,0.54,0.77,0.54,0.54,0.85,0.23,0.85,0.54,0.69,0.62,0.88,1.0,1.0,0.31,0.54,0.08,0.31,0.69,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.54,0.35,0.31,0.54,0.54,0.31
3820,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",22.5,85.5,0.15,0.62,0.54,0.31,0.08,0.08,0.77,0.54,0.08,0.54,0.85,0.08,0.92,0.38,0.69,0.46,0.77,0.23,0.31,0.54,0.31,0.08,0.31,0.85,0.77,0.38,0.38,0.69,0.54,0.54,0.08,0.77,0.23,0.31,0.54,0.31,0.54
3821,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",22.5,85.5,0.15,0.62,0.54,0.31,0.08,0.08,1.0,0.54,0.31,0.54,0.85,0.08,0.85,0.38,0.69,0.46,0.77,0.62,0.31,0.77,0.54,0.08,0.31,0.85,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.31,0.62,0.31,0.54,0.31,0.54
3822,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.69,0.77,0.08,0.31,0.77,0.54,0.08,0.54,0.85,0.77,0.69,1.0,0.69,0.54,0.31,0.54,0.42,0.62,0.54,0.54,0.77,0.31
3823,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.38,0.54,0.23,0.31,0.77,0.31,0.08,0.31,0.69,0.54,0.69,1.0,1.0,0.54,0.31,0.54,0.77,0.62,0.31,0.54,0.42,0.31
3824,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",23.34,86.36,0.62,0.23,0.38,0.77,0.54,0.54,0.54,0.54,0.77,0.54,0.46,0.38,0.46,0.69,0.69,0.46,0.77,0.23,0.08,0.54,0.54,0.08,0.77,0.69,0.77,1.0,1.0,0.69,1.0,0.54,0.54,0.54,0.62,0.54,0.54,0.42,0.54
3825,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.15,0.77,0.08,0.31,0.77,0.54,0.08,0.31,0.85,0.42,0.08,1.0,0.69,0.54,0.08,0.54,0.77,0.62,0.54,0.54,0.77,0.31
3826,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",23.34,86.36,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.46,0.08,0.46,0.69,0.69,0.62,0.77,0.92,0.08,0.54,0.54,0.08,0.77,0.77,0.77,0.69,1.0,0.38,0.54,0.54,1.0,0.77,0.35,0.31,0.77,0.77,0.77
3827,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",23.34,86.36,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.46,0.08,0.46,0.08,0.69,0.23,0.88,0.31,0.08,0.31,0.54,0.08,0.77,0.77,0.54,0.69,0.69,0.69,0.54,0.54,0.54,0.54,0.46,0.31,0.54,0.42,0.31
3828,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.46,0.54,0.62,0.31,0.77,0.54,0.08,0.54,0.69,0.42,0.69,1.0,0.38,0.54,0.31,0.54,0.77,0.62,0.54,0.54,0.54,0.54
3829,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.15,0.77,0.08,0.31,0.77,0.54,0.08,0.31,0.85,0.42,0.38,1.0,0.38,0.08,0.31,0.54,0.77,0.46,0.31,0.54,0.77,0.31
3836,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",22.36,85.43,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.46,0.08,0.69,0.15,0.54,0.08,0.31,0.54,0.31,0.08,0.54,0.38,0.42,0.69,0.69,0.69,0.54,0.31,1.0,0.54,0.35,0.31,0.31,0.77,0.31
3837,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",22.36,85.43,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.85,0.08,0.69,0.46,0.77,0.38,0.08,0.54,0.31,0.08,0.54,0.69,0.31,0.69,0.38,1.0,0.08,0.31,1.0,0.54,0.46,0.54,0.54,0.77,0.54
3838,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",22.36,85.43,0.46,0.08,0.08,1.0,0.54,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.54,0.85,0.31,0.54,0.54,0.46,0.77,0.69,0.54,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.35,0.31,0.54,0.77,0.54
3839,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",22.36,85.43,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.46,0.08,0.08,0.08,0.69,0.38,0.77,0.23,0.08,0.54,0.54,0.08,0.54,0.69,0.31,0.38,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.77
3840,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",22.36,85.43,0.69,0.62,0.54,0.77,0.31,0.31,0.77,0.54,0.08,0.54,0.85,0.38,0.85,0.38,0.69,0.77,0.42,0.23,0.08,0.54,0.31,0.08,0.0,0.69,0.77,0.69,0.69,0.0,0.0,0.54,1.0,0.42,0.23,0.31,0.31,0.42,0.42
3841,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",23.34,86.36,0.38,0.92,0.85,0.77,0.31,0.54,0.54,0.77,0.77,0.31,0.46,0.38,0.46,0.54,0.69,0.62,0.54,0.85,0.31,0.77,0.31,0.08,0.31,0.38,0.77,0.69,1.0,0.69,0.08,0.31,1.0,0.42,0.62,0.31,0.54,0.54,0.77
3842,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",21.77,84.36,0.5,0.08,0.08,1.0,0.77,0.31,0.08,0.08,0.08,0.77,0.92,0.23,0.08,0.08,0.69,0.77,0.54,1.0,0.31,0.54,0.77,0.46,0.54,0.69,0.77,0.69,1.0,0.38,1.0,0.77,1.0,1.0,0.62,0.42,0.54,0.77,0.31
3843,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,"Gadaba, Bhumij",23.34,86.36,0.46,0.08,0.08,0.54,0.31,0.31,0.08,0.08,0.08,0.31,0.46,0.38,0.08,0.08,0.69,0.46,0.77,0.38,0.69,0.54,0.54,0.08,0.77,0.69,0.54,0.69,1.0,0.38,1.0,0.31,1.0,0.77,0.62,0.42,0.54,0.77,0.54
9872,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.15,0.23,0.38,0.31,0.08,0.08,1.0,0.54,0.54,0.08,0.69,0.08,0.69,1.0,0.69,0.46,0.77,0.62,0.08,0.54,0.31,0.08,0.31,0.69,0.54,0.69,0.85,0.69,0.08,0.08,0.54,0.54,0.46,0.31,0.77,0.77,0.54
9873,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.92,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.69,0.31,0.85,0.08,0.54,0.31,0.08,0.31,0.69,0.54,1.0,0.08,0.38,0.08,0.08,0.54,0.54,0.46,0.54,0.54,0.77,0.31
9874,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.92,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.31,0.85,0.08,0.54,0.54,0.08,0.54,0.69,0.54,0.69,0.08,0.69,0.54,0.54,1.0,0.54,0.46,0.54,0.54,0.54,0.31
9875,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.77,0.77,0.85,0.31,0.08,0.08,1.0,0.31,0.54,0.31,0.46,0.08,0.46,0.69,0.85,0.85,0.54,0.85,0.08,0.31,0.42,0.08,0.54,0.77,0.54,0.69,0.69,1.0,0.54,0.31,0.54,0.54,0.23,0.31,0.54,0.77,0.31
9876,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.85,1.0,0.85,0.77,0.77,0.77,1.0,0.54,1.0,0.77,0.46,0.23,0.46,0.85,0.69,0.69,0.77,0.85,0.08,0.54,0.54,0.08,1.0,0.77,0.77,0.69,0.69,1.0,1.0,0.77,1.0,0.42,0.46,0.31,0.54,0.31,0.54
9877,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.92,0.08,0.08,0.31,0.77,0.77,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.62,0.77,0.85,0.31,0.54,0.42,0.08,0.54,0.69,0.54,0.69,0.08,0.69,0.54,0.54,1.0,0.54,0.23,0.31,0.31,0.54,0.54
9878,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.85,0.08,0.42,0.0,0.69,0.31,0.31,0.08,0.31,0.38,0.77,0.08,0.08,0.38,0.54,0.08,0.54,0.42,0.35,0.54,0.54,0.77,0.31
9879,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.85,0.08,0.46,0.08,0.0,0.15,0.77,0.08,0.31,0.54,0.42,0.08,0.54,0.38,0.54,0.69,0.69,0.69,0.54,0.31,1.0,0.54,0.23,0.31,0.54,0.77,0.54
9880,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,1.0,0.08,0.46,0.08,0.85,0.77,0.77,0.85,0.31,0.77,0.77,0.08,0.54,0.38,0.31,0.69,1.0,0.0,0.08,0.54,1.0,0.54,0.23,0.31,0.31,0.77,0.77
9881,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.15,0.15,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.92,0.08,0.92,0.08,0.0,0.31,0.77,0.69,0.31,0.77,0.54,0.08,0.77,0.69,0.77,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.46,0.31,0.54,0.31,0.08
9882,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.62,0.81,0.62,0.77,0.54,0.54,0.88,0.54,1.0,0.08,1.0,0.38,1.0,0.85,0.69,0.15,0.77,0.08,0.08,0.54,0.31,0.0,0.31,0.77,0.77,0.69,0.69,0.69,0.08,0.08,0.54,0.42,0.23,0.31,0.54,0.77,0.31
3851,North,India,C India/ Central Tribal Area,Andhra Pradesh/ Madhya Pradesh/ Maharashtra/ Telangana,Banjara,19.89,75.3,0.69,0.92,0.69,0.77,0.54,0.54,1.0,0.54,0.77,0.54,0.46,0.38,0.46,0.69,0.69,0.69,1.0,0.85,0.31,0.31,0.31,0.08,0.08,0.77,0.42,1.0,1.0,1.0,0.54,0.54,0.54,0.31,0.23,0.31,0.31,0.77,0.77
9883,North,India/ Bangladesh,Bay of Bengal,Bengal,Bengal,22.57,88.36,0.15,0.85,0.85,0.31,0.08,0.08,1.0,0.31,1.0,0.31,0.85,0.08,1.0,0.69,0.69,0.19,0.77,0.62,0.31,0.77,0.31,0.08,0.08,0.38,0.77,0.38,1.0,0.38,0.08,0.31,0.54,0.77,0.23,0.31,0.77,1.0,1.0
9884,North,India/ Bangladesh,Bay of Bengal,Bengal,Bengal,22.57,88.36,0.15,1.0,0.85,0.31,0.08,0.08,1.0,0.31,1.0,0.54,1.0,0.08,1.0,0.69,0.69,0.15,0.88,0.08,0.31,0.77,0.42,0.08,0.31,0.85,0.77,0.69,0.69,0.38,0.08,0.54,0.54,0.77,0.23,0.31,0.54,0.42,0.31
9885,North,India,E C India/ E Central Tribal Area,Odisha,Paroja,18.85,82.73,0.38,0.23,1.0,0.77,0.54,0.77,0.54,1.0,1.0,0.77,0.46,0.23,0.35,0.85,0.85,0.85,0.54,1.0,0.31,0.54,0.31,0.08,0.54,0.85,0.77,1.0,1.0,0.69,0.54,0.77,1.0,0.42,0.35,0.31,0.31,0.31,0.54
9886,North,India,E C India/ E Central Tribal Area,Odisha,Paroja,18.85,82.73,0.92,0.23,1.0,0.77,0.54,1.0,1.0,0.54,1.0,0.54,0.35,0.23,0.35,0.85,0.0,0.62,0.77,0.85,0.08,0.77,0.54,0.08,0.77,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.77,0.23,0.31,0.54,0.31,0.77
9887,North,India,E C India/ E Central Tribal Area,Odisha,Paroja,18.85,82.73,0.38,0.08,0.08,0.88,0.77,1.0,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.85,0.69,0.77,0.85,0.08,0.77,0.54,0.35,0.54,0.85,0.42,1.0,0.08,0.69,0.54,0.54,1.0,0.77,0.35,0.31,0.77,0.31,0.54
9888,North,India,E C India/ E Central Tribal Area,Odisha,Paroja,18.32,82.87,0.77,0.69,0.15,0.88,0.77,0.77,1.0,0.31,1.0,0.54,0.46,0.23,0.35,0.85,0.85,0.85,0.77,1.0,0.31,0.54,0.54,0.23,0.54,0.85,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.77,0.23,0.31,0.54,0.31,0.54
