canto_coding_id,region,division,subregion,area_kingdom,culture,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
9881,South Asia,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.15,0.15,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.92,0.08,0.92,0.08,0.0,0.31,0.77,0.69,0.31,0.77,0.54,0.08,0.77,0.69,0.77,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.46,0.31,0.54,0.31,0.08
9882,South Asia,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,25.88,84.29,0.62,0.81,0.62,0.77,0.54,0.54,0.88,0.54,1.0,0.08,1.0,0.38,1.0,0.85,0.69,0.15,0.77,0.08,0.08,0.54,0.31,0.0,0.31,0.77,0.77,0.69,0.69,0.69,0.08,0.08,0.54,0.42,0.23,0.31,0.54,0.77,0.31
3851,South Asia,India,C India/ Central Tribal Area,Andhra Pradesh/ Madhya Pradesh/ Maharashtra/ Telangana,Banjara,19.89,75.3,0.69,0.92,0.69,0.77,0.54,0.54,1.0,0.54,0.77,0.54,0.46,0.38,0.46,0.69,0.69,0.69,1.0,0.85,0.31,0.31,0.31,0.08,0.08,0.77,0.42,1.0,1.0,1.0,0.54,0.54,0.54,0.31,0.23,0.31,0.31,0.77,0.77
9883,South Asia,India/ Bangladesh,Bay of Bengal,Bengal,Bengal,22.57,88.36,0.15,0.85,0.85,0.31,0.08,0.08,1.0,0.31,1.0,0.31,0.85,0.08,1.0,0.69,0.69,0.19,0.77,0.62,0.31,0.77,0.31,0.08,0.08,0.38,0.77,0.38,1.0,0.38,0.08,0.31,0.54,0.77,0.23,0.31,0.77,1.0,1.0
9884,South Asia,India/ Bangladesh,Bay of Bengal,Bengal,Bengal,22.57,88.36,0.15,1.0,0.85,0.31,0.08,0.08,1.0,0.31,1.0,0.54,1.0,0.08,1.0,0.69,0.69,0.15,0.88,0.08,0.31,0.77,0.42,0.08,0.31,0.85,0.77,0.69,0.69,0.38,0.08,0.54,0.54,0.77,0.23,0.31,0.54,0.42,0.31
9885,South Asia,India,E C India/ E Central Tribal Area,Odisha,Paroja,18.85,82.73,0.38,0.23,1.0,0.77,0.54,0.77,0.54,1.0,1.0,0.77,0.46,0.23,0.35,0.85,0.85,0.85,0.54,1.0,0.31,0.54,0.31,0.08,0.54,0.85,0.77,1.0,1.0,0.69,0.54,0.77,1.0,0.42,0.35,0.31,0.31,0.31,0.54
9886,South Asia,India,E C India/ E Central Tribal Area,Odisha,Paroja,18.85,82.73,0.92,0.23,1.0,0.77,0.54,1.0,1.0,0.54,1.0,0.54,0.35,0.23,0.35,0.85,0.0,0.62,0.77,0.85,0.08,0.77,0.54,0.08,0.77,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.77,0.23,0.31,0.54,0.31,0.77
9887,South Asia,India,E C India/ E Central Tribal Area,Odisha,Paroja,18.85,82.73,0.38,0.08,0.08,0.88,0.77,1.0,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.85,0.69,0.77,0.85,0.08,0.77,0.54,0.35,0.54,0.85,0.42,1.0,0.08,0.69,0.54,0.54,1.0,0.77,0.35,0.31,0.77,0.31,0.54
9888,South Asia,India,E C India/ E Central Tribal Area,Odisha,Paroja,18.32,82.87,0.77,0.69,0.15,0.88,0.77,0.77,1.0,0.31,1.0,0.54,0.46,0.23,0.35,0.85,0.85,0.85,0.77,1.0,0.31,0.54,0.54,0.23,0.54,0.85,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.77,0.23,0.31,0.54,0.31,0.54
9889,South Asia,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,19.58,84.68,0.46,0.62,0.54,0.88,0.77,0.54,0.88,1.0,0.31,0.54,0.85,1.0,0.23,1.0,0.69,0.85,0.77,1.0,0.08,0.31,0.77,1.0,0.54,0.85,0.42,0.69,0.08,0.69,1.0,0.54,0.08,0.54,0.35,0.54,0.77,0.54,0.31
9890,South Asia,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,19.58,84.68,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.0,0.85,0.77,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,0.69,0.69,0.0,0.54,0.54,1.0,0.54,0.46,0.31,0.54,0.31,0.31
9891,South Asia,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,19.58,84.68,0.92,0.92,0.85,0.77,0.54,0.54,1.0,0.54,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.23,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.85,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.54,0.31,0.31,0.31
9895,South Asia,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.84,80.94,0.73,0.85,0.85,0.54,0.54,0.77,1.0,0.54,1.0,0.77,1.0,0.23,1.0,0.85,0.69,0.62,0.77,0.85,0.69,0.77,0.31,0.08,0.31,0.69,0.77,0.69,0.69,0.69,0.54,0.77,0.54,0.42,0.46,0.31,0.31,0.31,0.31
9896,South Asia,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,25.26,83.0,0.77,1.0,0.85,0.77,0.54,0.54,1.0,0.31,0.77,0.54,0.46,0.23,0.46,0.85,0.85,0.77,0.77,0.85,0.08,0.77,0.54,0.08,0.54,0.69,0.77,0.69,0.69,0.69,0.54,0.54,1.0,0.77,0.46,0.31,0.54,0.77,0.54
9897,South Asia,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,26.84,80.94,0.77,0.85,0.73,0.77,0.54,0.77,1.0,0.31,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.35,0.77,0.85,0.31,0.77,0.31,0.08,0.54,0.69,0.77,0.69,0.69,0.69,0.54,0.54,1.0,0.77,0.35,0.31,0.42,0.77,0.31
9898,South Asia,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,26.84,80.94,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.85,0.08,0.46,0.08,0.69,0.69,0.77,0.85,0.69,0.77,0.42,0.08,0.54,0.38,0.77,0.38,1.0,0.38,0.54,0.31,0.54,0.0,0.23,0.08,0.31,0.77,0.31
9899,South Asia,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.84,80.94,0.77,0.77,0.15,0.77,0.54,0.77,1.0,0.08,0.08,0.54,0.85,0.23,0.46,0.08,0.69,0.85,0.54,0.92,0.08,0.31,0.54,0.0,0.54,0.38,0.31,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.31,0.54,0.77,0.31
9900,South Asia,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,26.84,80.94,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.0,0.15,0.31,0.08,0.69,0.77,0.54,0.08,0.31,0.69,0.77,0.38,0.69,0.38,0.54,0.54,0.54,0.77,0.35,0.31,0.08,0.77,0.31
9901,South Asia,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,26.84,80.94,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.85,0.69,0.54,0.54,0.08,0.77,0.69,0.19,0.69,0.08,0.69,0.54,0.31,1.0,0.77,0.23,0.54,0.54,0.77,0.54
9906,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,32.55,76.12,0.62,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.54,1.0,0.23,0.08,0.08,0.85,0.08,0.31,0.38,0.31,0.77,0.42,0.08,0.31,0.38,0.77,0.08,0.08,0.38,0.08,0.54,0.54,0.31,0.46,0.54,0.77,0.42,0.77
9907,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,32.55,76.12,0.69,1.0,0.85,0.54,0.77,0.77,1.0,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.85,0.77,1.0,0.69,0.54,0.54,0.08,0.77,0.85,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.42,0.46,0.54,0.54,0.31,0.54
9908,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,32.55,76.12,0.46,0.69,0.73,0.77,0.08,0.08,0.88,0.31,0.77,0.77,0.46,0.23,0.46,0.69,0.69,0.23,0.77,0.08,0.0,0.54,0.31,0.08,0.31,0.69,0.54,0.38,0.38,0.69,0.08,0.77,0.54,0.54,0.23,0.31,0.54,0.54,0.31
9909,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,31.95,77.1,0.69,1.0,0.73,0.54,0.54,0.54,0.88,0.31,0.77,0.31,0.46,0.23,0.46,0.92,0.69,0.69,0.77,0.85,0.0,0.77,0.31,0.08,0.31,1.0,0.77,1.0,1.0,0.38,0.54,0.31,0.54,0.31,0.23,0.31,0.54,0.31,0.31
9910,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,31.95,77.1,0.46,0.85,0.85,0.54,0.77,0.77,0.88,0.54,1.0,0.31,0.85,0.23,0.46,0.69,0.69,0.46,0.77,0.62,0.31,0.54,0.31,0.08,0.54,0.69,0.42,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.46,0.31,0.54,0.54,0.08
9911,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,31.95,77.1,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.46,0.42,0.23,0.31,0.77,0.31,0.08,0.31,0.23,0.42,0.08,0.08,0.69,0.08,0.31,0.54,0.42,0.46,0.54,0.77,0.77,0.31
9912,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,31.95,77.1,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.54,1.0,0.69,0.54,0.54,0.08,0.54,0.69,0.54,0.69,0.08,0.38,0.54,0.54,1.0,0.54,0.23,0.31,0.54,0.77,0.31
9914,South Asia,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.44,80.33,0.46,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.31,0.69,0.23,0.08,0.08,0.69,0.46,0.42,0.23,0.31,0.77,0.54,0.08,0.54,0.69,0.0,0.0,0.0,0.38,0.08,0.31,1.0,0.77,0.35,0.42,0.42,0.54,0.31
9915,South Asia,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.33,79.64,0.77,1.0,0.85,0.54,0.54,0.54,1.0,0.77,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.62,0.42,0.85,0.08,0.54,0.42,0.08,0.54,0.69,0.54,0.69,0.69,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.54,0.54,0.54
9916,South Asia,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.24,81.25,0.46,0.92,0.85,0.54,0.54,0.54,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.85,0.77,1.0,0.31,0.54,0.54,0.08,1.0,0.85,0.54,1.0,1.0,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.31,0.54,0.54
9918,South Asia,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,25.31,82.97,0.85,0.15,0.85,0.54,0.54,0.54,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.38,0.77,0.62,0.31,0.54,0.54,0.08,0.31,0.85,0.54,0.69,1.0,0.38,0.08,0.77,1.0,0.42,0.23,0.08,0.31,0.54,0.54
9919,South Asia,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.95,80.21,0.85,0.23,0.85,0.77,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.85,0.77,0.54,0.85,0.08,0.54,0.54,0.08,0.77,0.85,0.77,0.69,0.69,0.69,0.54,0.77,1.0,0.42,0.35,0.31,0.31,0.54,0.54
9920,South Asia,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,25.31,82.97,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.85,0.08,0.85,0.08,0.0,0.15,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.85,0.54,0.69,0.69,0.69,0.54,0.31,0.0,0.42,0.23,0.31,0.31,0.54,0.54
3847,South Asia,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,21.14,79.08,0.46,0.15,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.69,0.69,0.62,1.0,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,1.0,0.77,1.0,0.42,0.46,0.54,0.54,0.54,0.54
3848,South Asia,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,21.9,83.4,0.46,0.62,0.38,1.0,0.54,0.54,1.0,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.92,0.54,0.85,0.08,0.31,0.54,0.46,0.54,0.77,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.54,0.31,0.54,0.54
3849,South Asia,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,21.14,79.08,0.38,0.23,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.31,0.46,0.23,0.46,0.85,0.69,0.46,0.54,0.38,0.31,0.77,0.54,0.08,0.77,0.69,0.42,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.62,0.31,0.54,0.77,0.54
9921,South Asia,India,N W India,Rajasthan,Rajasthan,27.02,74.21,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.31,0.31,0.62,0.31,0.77,0.31,0.08,0.31,0.38,0.54,0.08,0.08,0.38,0.08,0.31,0.08,0.31,0.46,0.08,0.54,0.31,0.54
9922,South Asia,India,N W India,Rajasthan,Rajasthan,27.02,74.21,0.46,0.77,0.54,0.77,0.54,0.31,1.0,0.77,0.77,0.31,0.85,0.38,0.85,0.38,0.69,0.31,0.31,0.38,0.08,0.54,0.31,0.08,0.08,0.85,0.77,0.69,1.0,0.08,0.08,0.31,0.08,0.42,0.23,0.08,0.31,0.31,0.54
9923,South Asia,India,N W India,Rajasthan,Rajasthan,27.02,74.21,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.92,0.08,0.92,0.08,0.69,0.15,0.42,0.08,0.31,0.77,0.31,0.08,0.31,0.38,0.54,0.69,0.69,0.38,0.08,0.31,0.54,0.42,0.23,0.31,0.31,0.31,0.31
9924,South Asia,India,N W India,Rajasthan,Rajasthan,27.02,74.21,0.15,0.77,0.54,0.31,0.08,0.08,1.0,0.77,0.77,0.31,1.0,0.0,1.0,0.31,0.85,0.15,0.77,0.08,0.31,0.54,0.31,0.08,0.08,0.23,0.77,0.08,1.0,0.08,0.08,0.31,0.08,0.42,0.23,0.31,0.54,0.31,0.31
9925,South Asia,India,N W India,Rajasthan,Rajasthan,27.02,74.21,0.92,0.15,0.85,0.77,0.31,0.54,1.0,0.54,0.77,0.77,0.23,0.23,0.46,0.69,0.69,0.62,0.77,0.85,0.31,0.31,0.31,0.08,0.54,0.69,0.54,1.0,1.0,0.38,0.54,0.77,0.54,0.54,0.46,0.54,0.31,0.31,0.54
9902,South Asia,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Gilgit-Baltistan,Burusho,36,76.0,0.15,0.38,0.62,0.31,0.08,0.08,1.0,0.54,0.77,1.0,0.69,0.08,0.69,0.46,0.69,0.23,0.77,0.38,0.69,0.54,0.42,0.08,0.54,0.85,0.77,1.0,1.0,0.69,0.54,1.0,0.08,0.54,0.46,0.54,0.54,0.31,0.77
9903,South Asia,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Gilgit-Baltistan,Burusho,36,76.0,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,0.69,0.08,0.69,0.08,0.85,0.15,0.88,0.08,0.31,0.54,0.42,0.08,0.31,0.69,0.54,1.0,1.0,1.0,0.54,0.54,0.54,0.54,0.46,0.54,0.31,0.31,0.31
9904,South Asia,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Gilgit-Baltistan/ Khyber Pakhtunkhwa,Shina,36,76.0,0.15,0.46,0.92,0.31,0.08,0.08,1.0,0.54,1.0,0.54,0.85,0.08,0.92,0.85,0.69,0.69,0.77,0.85,0.31,0.31,0.31,0.08,0.54,0.85,0.54,0.38,0.38,0.69,0.54,0.54,0.08,0.54,0.46,0.54,0.54,0.54,0.77
9905,South Asia,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Gilgit-Baltistan,Burusho,36,76.0,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,1.0,0.08,1.0,0.08,0.85,0.77,0.54,0.85,0.08,0.54,0.31,0.08,0.31,0.38,0.42,0.08,0.08,0.69,0.08,0.54,0.08,0.54,0.23,0.54,0.31,0.42,0.77
3790,South Asia,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",21.77,84.36,0.46,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.38,0.77,0.38,0.31,0.77,1.0,0.08,0.0,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.77,0.62,0.0,0.0,0.54,0.77
3791,South Asia,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",21.77,84.36,0.46,0.08,0.08,1.0,0.0,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.77,0.77,0.46,0.77,0.69,0.77,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.62,0.54,0.42,0.77,0.31
3792,South Asia,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",21.77,84.36,0.54,0.08,0.08,0.65,0.31,0.54,0.08,0.08,0.08,0.77,0.85,0.38,0.08,0.08,0.69,0.69,0.65,0.85,0.08,0.54,0.31,0.46,0.54,0.69,0.42,0.38,1.0,0.38,0.54,0.08,1.0,0.77,0.54,0.42,0.54,0.54,0.54
3793,South Asia,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",18.56,82.97,0.38,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.31,0.85,0.31,0.08,0.08,0.69,0.92,0.88,0.85,0.69,0.77,1.0,0.08,0.54,0.85,0.31,0.69,1.0,0.38,0.54,0.31,1.0,0.77,0.77,0.77,0.77,0.77,0.54
3794,South Asia,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",18.56,82.97,0.38,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.92,0.77,0.85,0.85,0.54,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.54,0.54,0.54,0.62,0.77,0.77,0.77,0.54
3795,South Asia,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",18.56,82.97,0.38,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.31,0.08,0.08,0.69,0.85,0.77,1.0,0.08,1.0,0.54,0.46,0.54,0.85,0.77,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.31,0.42,0.77,0.54
3796,South Asia,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",18.56,82.97,0.38,0.15,0.38,1.0,0.77,0.54,0.54,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.46,0.77,0.62,0.31,0.54,0.54,0.46,0.54,0.85,0.54,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.54
3785,South Asia,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.38,0.08,0.08,0.77,0.77,0.77,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.85,0.31,1.0,0.31,0.54,0.77,0.08,0.77,0.69,0.54,0.69,1.0,0.38,1.0,0.31,0.54,0.54,0.62,0.54,0.54,0.54,0.54
3786,South Asia,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.38,0.08,0.08,0.77,0.0,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.42,0.85,0.08,0.54,0.54,0.08,0.77,0.69,0.54,0.69,1.0,0.38,1.0,0.54,0.0,0.77,0.62,0.0,0.0,0.42,0.54
3787,South Asia,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.46,0.08,0.08,0.54,0.0,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.31,0.54,0.08,0.77,0.69,0.54,1.0,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.54
3788,South Asia,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,14.51,78.36,0.38,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.85,0.54,0.85,0.08,1.0,0.54,0.08,0.77,0.69,0.42,1.0,1.0,0.38,0.54,0.77,1.0,1.0,0.62,0.31,0.54,0.77,0.77
3789,South Asia,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,14.51,78.36,0.77,0.08,0.08,0.54,0.31,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.38,0.77,0.38,0.08,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.77,0.46,0.31,0.31,0.77,0.77
3799,South Asia,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.15,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.77,0.85,0.08,0.54,0.31,0.46,0.77,0.85,0.54,1.0,1.0,0.38,0.54,0.54,1.0,0.42,0.62,0.54,0.77,0.54,0.54
3800,South Asia,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,14.51,78.36,0.38,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.31,0.85,0.38,0.08,0.08,0.69,0.77,0.77,0.85,0.31,0.77,0.54,0.08,0.54,0.69,0.54,0.38,1.0,0.38,0.54,0.31,1.0,0.54,0.0,0.31,0.31,0.54,0.77
3801,South Asia,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.46,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.92,0.54,0.23,0.69,0.31,0.54,0.46,0.77,0.85,0.77,0.69,1.0,0.38,1.0,0.54,1.0,0.31,0.62,0.54,0.77,0.77,0.77
756,South Asia,India,C India/ Central Tribal Area,Malwa,C Indian Folk,22.97,78.65,0.46,0.38,0.46,0.54,0.31,0.54,0.77,0.31,0.54,0.08,0.69,0.23,0.69,0.69,0.08,0.15,0.77,0.08,0.85,0.54,0.31,0.08,0.08,0.85,0.54,1.0,1.0,0.38,1.0,0.08,1.0,0.31,0.08,0.08,0.54,0.54,0.77
